date,factor,cum_factor,pre_close,ref_price,kind
2023-03-16,0.98657718,0.75094822,16.39,16.17,息
2023-06-16,0.98306878,0.76116521,18.9,18.58,息
2023-09-18,0.96766744,0.77427462,21.65,20.95,息
2023-12-18,0.98055315,0.80014537,23.14,22.69,息
2024-03-18,0.97191888,0.81601427,25.64,24.92,息
2024-06-19,0.97454031,0.83959093,28.28,27.56,息
2024-09-19,0.96988615,0.86152509,27.23,26.41,息
2024-12-17,0.97087379,0.88827445,25.75,25,息
2025-03-19,0.97959184,0.91492268,24.5,24,息
2025-06-17,0.99080560,0.93398357,22.84,22.63,息
2025-09-16,0.98723592,0.94265067,22.72,22.43,息
2025-12-16,0.98450642,0.95483831,22.59,22.24,息
2026-03-17,0.98393914,0.96986499,23.66,23.28,息
2026-06-16,0.98569612,0.98569612,31.46,31.01,息
