date,factor,cum_factor,pre_close,ref_price,kind,event
2018-07-05,0.94656489,0.46391019,65.5,62,除息,exright
2018-09-26,0.90904059,0.49009867,54.2,49.27,除權,exright
2019-06-21,0.96815287,0.53913838,62.8,60.8,除息,exright
2019-09-30,0.90909091,0.55687320,80.3,73,除權,exright
2020-06-12,0.92610837,0.61256052,60.9,56.4,除息,exright
2020-07-14,0.99315206,0.66143503,49.65,49.31,除權,exright
2021-06-16,0.91712707,0.66599572,54.3,49.8,除息,exright
2023-07-10,0.99118166,0.72617606,56.7,56.2,除息,exright
2023-10-18,0.98115079,0.73263670,50.4,49.45,除權,exright
2024-03-28,0.93265565,0.74671162,78.7,73.4,除息,exright
2024-10-30,0.99322493,0.80062949,73.8,73.3,除權,exright
2025-04-01,0.92639327,0.80609081,95.1,88.1,除息,exright
2026-03-26,0.87013889,0.87013889,144,125.3,除息,exright
