date,factor,cum_factor,pre_close,ref_price,kind
2022-08-16,0.90400000,0.66974831,12.5,11.3,息
2022-11-16,0.98604651,0.74087203,10.75,10.6,息
2023-02-16,0.98929527,0.75135607,11.21,11.09,息
2023-05-17,0.99822538,0.75948616,11.27,11.25,息
2023-08-16,0.95364742,0.76083636,13.16,12.55,息
2023-11-16,0.98240245,0.79781725,13.07,12.84,息
2024-02-27,0.99168975,0.81210837,14.44,14.32,息
2024-05-17,0.99383477,0.81891374,16.22,16.12,息
2024-08-16,0.94933502,0.82399385,15.79,14.99,息
2024-11-18,0.99301188,0.86796951,14.31,14.21,息
2024-12-17,0.99288256,0.87407767,14.05,13.95,息
2025-01-17,0.99275887,0.88034346,13.81,13.71,息
2025-02-19,0.99295278,0.88676464,14.19,14.09,息
2025-03-18,0.99285204,0.89305821,13.99,13.89,息
2025-04-23,0.99169435,0.89948772,12.04,11.94,息
2025-05-19,0.99260355,0.90702111,13.52,13.42,息
2025-06-17,0.99241275,0.91377984,13.18,13.08,息
2025-07-16,0.99240699,0.92076592,13.17,13.07,息
2025-08-18,0.99248685,0.92781081,13.31,13.21,息
2025-09-16,0.99263080,0.93483435,13.57,13.47,息
2025-10-20,0.99266324,0.94177448,13.63,13.53,息
2025-11-18,0.99255398,0.94873511,13.43,13.33,息
2025-12-16,0.99406528,0.95585241,13.48,13.4,息
2026-01-20,0.99451679,0.96155899,14.59,14.51,息
2026-02-25,0.99464166,0.96686049,14.93,14.85,息
2026-03-17,0.99442120,0.97206916,14.34,14.26,息
2026-04-20,0.99469144,0.97752257,15.07,14.99,息
2026-05-19,0.99520671,0.98273950,16.69,16.61,息
2026-06-16,0.99589954,0.98747274,19.51,19.43,息
2026-07-16,0.99578947,0.99153850,19,18.92,息
2026-08-18,0.99573106,0.99573106,18.74,18.66,息
