date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-30,0.91463415,0.46738438,41,37.5,息,exright
2016-07-20,0.92792793,0.51100692,55.5,51.5,息,exright
2017-07-20,0.91516437,0.55069678,94.3,86.3,息,exright
2018-07-18,0.91968504,0.60174631,76.2,70.08,息,exright
2018-09-25,1.21268657,0.65429607,67,81.25,退還股款,reduce
2019-07-16,0.93865031,0.53954260,48.9,45.9,息,exright
2020-07-01,0.93846154,0.57480683,65,61,息,exright
2021-06-18,0.93055556,0.61249908,144,134,息,exright
2022-06-15,0.90033223,0.65820796,90.3,81.3,息,exright
2023-06-16,0.89440338,0.73107231,94.7,84.7,息,exright
2024-06-14,0.94718310,0.81738546,142,134.5,息,exright
2025-06-12,0.93079585,0.86296457,144.5,134.5,息,exright
2026-06-12,0.92712551,0.92712551,123.5,114.5,息,exright
