date,factor,cum_factor,pre_close,ref_price,kind
2015-07-23,0.92098765,0.52728873,40.5,37.3,息
2016-07-13,0.93481481,0.57252530,33.75,31.55,息
2017-07-24,0.94682422,0.61244782,33.85,32.05,息
2018-07-17,0.95081967,0.64684427,30.5,29,息
2019-07-10,0.93540373,0.68030173,32.2,30.12,息
2020-07-16,0.96391753,0.72728140,58.2,56.1,息
2021-08-11,0.94622642,0.75450583,106,100.3,息
2022-07-21,0.89705882,0.79738403,68,61,息
2023-07-19,0.95098039,0.88888712,51,48.5,息
2024-07-16,0.97722960,0.93470604,52.7,51.5,息
2025-07-16,0.96840442,0.95648560,31.65,30.65,息
2026-07-14,0.98769231,0.98769231,65,64.2,息
