date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2008-09-11,0.94893617,,0.86781605,9.4,8.92,除權息,exright
2010-09-30,0.91656805,,0.91451467,16.9,15.49,除權息,exright
2011-10-21,0.92711864,,0.99775972,11.8,10.94,除權息,exright
2012-09-28,0.95288889,,1.07619421,11.25,10.72,除權息,exright
2013-09-18,0.97342657,,1.12940157,14.3,13.92,除權息,exright
2014-09-19,0.95389408,,1.16023294,16.05,15.31,除權息,exright
2015-07-23,0.97142857,,1.21631213,14,13.6,除息,exright
2016-07-12,0.95967742,,1.25208601,12.4,11.9,除息,exright
2017-08-04,0.98230088,,1.30469467,11.3,11.1,除息,exright
2017-11-02,0.97748918,,1.32820268,11.55,11.29,除權,exright
2019-12-23,1.42922374,1.42857143,1.35879016,4.38,6.26,彌補虧損,reduce
2021-04-06,0.96307692,,0.95115311,13,12.52,除權,exright
2024-05-31,0.98761905,,0.98761905,10.5,10.37,除權,exright
