date,factor,cum_factor,pre_close,ref_price,kind
2015-08-31,0.97573222,0.69299706,11.95,11.66,息
2016-08-26,0.98656430,0.71023283,26.05,25.7,息
2017-08-29,0.97482014,0.71990526,27.8,27.1,息
2018-08-29,0.96279070,0.73850060,21.5,20.7,息
2019-08-29,0.95445135,0.76704169,24.15,23.05,息
2020-08-31,0.94694960,0.80364671,18.85,17.85,息
2021-08-30,0.98362720,0.84866894,39.7,39.05,息
2022-08-30,0.97155050,0.86279531,35.15,34.15,息
2023-08-25,0.96419437,0.88806018,39.1,37.7,息
2024-08-30,0.96403873,0.92103854,36.15,34.85,息
2025-06-27,0.97336562,0.95539579,41.3,40.2,息
2026-06-30,0.98153846,0.98153846,48.75,47.85,息
