date,factor,cum_factor,pre_close,ref_price,kind,event
2016-08-25,0.94150731,0.45320313,8.89,8.37,除權息,exright
2017-08-29,0.90800000,0.48135912,10,9.08,除權息,exright
2018-08-29,0.90954357,0.53013119,12.05,10.96,除權息,exright
2019-08-06,0.92535885,0.58285409,10.45,9.67,除權息,exright
2020-08-27,0.93537118,0.62986818,11.45,10.71,除權息,exright
2021-10-27,0.91135531,0.67338848,13.65,12.44,除權息,exright
2022-08-30,0.91954887,0.73888688,13.3,12.23,除權息,exright
2023-08-30,0.91985019,0.80353193,13.35,12.28,除權息,exright
2024-08-28,0.92492669,0.87354652,17.05,15.77,除權息,exright
2025-09-02,0.97512438,0.94444947,10.05,9.8,除息,exright
2026-08-27,0.96854257,0.96854257,34.65,33.56,除權息,exright
