date,factor,cum_factor,pre_close,ref_price,kind,event
2015-06-30,0.96509863,0.65879590,65.9,63.6,除息,exright
2016-06-28,0.96205962,0.68262028,73.8,71,除息,exright
2017-06-28,0.97000000,0.70954052,100,97,除息,exright
2018-06-26,0.95625000,0.73148507,80,76.5,除息,exright
2019-06-25,0.95850622,0.76495171,72.3,69.3,除息,exright
2020-06-23,0.95480226,0.79806650,70.8,67.6,除息,exright
2021-09-14,0.95764873,0.83584480,70.6,67.61,除息,exright
2022-03-16,0.96632504,0.87280939,68.3,66,除息,exright
2023-03-16,0.96658098,0.90322547,77.8,75.2,除息,exright
2024-06-05,0.97554348,0.93445401,73.6,71.8,除息,exright
2025-06-23,0.97826087,0.95788043,55.2,54,除息,exright
2026-06-25,0.97916667,0.97916667,57.6,56.4,除息,exright
