date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-16,0.97394137,0.68757865,61.4,59.8,除息,exright
2016-06-22,0.96666667,0.70597540,54,52.2,除息,exright
2017-06-23,0.97625330,0.73031938,75.8,74,除息,exright
2018-07-10,0.96350365,0.74808390,68.5,66,除息,exright
2019-07-11,0.97120000,0.77642042,62.5,60.7,除息,exright
2020-07-07,0.96484375,0.79944441,51.2,49.4,除息,exright
2021-09-14,0.96296296,0.82857397,40.5,39,除息,exright
2022-07-18,0.97510981,0.86044220,34.15,33.3,除息,exright
2024-07-19,0.98000000,0.88240544,50,49,除息,exright
2025-07-07,0.98226950,0.90041371,56.4,55.4,除息,exright
2026-07-20,0.91666667,0.91666667,48,44,除息,exright
