date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-13,0.89923581,0.36516746,91.6,82.37,除權息,exright
2016-07-14,0.88685897,0.40608643,156,138.35,除權息,exright
2017-07-06,0.86034826,0.45789291,201,172.93,除權息,exright
2018-08-06,0.86625407,0.53221809,614,531.88,除權息,exright
2019-08-05,0.85569528,0.61439029,413.5,353.83,除權息,exright
2020-08-21,0.96927336,0.71800126,289,280.12,除息,exright
2021-09-13,0.96471058,0.74076240,250.5,241.66,除息,exright
2022-07-21,0.94013423,0.76785973,149,140.08,除息,exright
2023-07-27,0.97114943,0.81675542,174,168.98,除息,exright
2024-07-23,0.95379538,0.84101931,151.5,144.5,除息,exright
2025-09-05,0.92592593,0.88176073,135,125,除息,exright
2026-09-01,0.95230159,0.95230159,126,119.99,除息,exright
