date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-08-18,0.98648649,,0.32302952,37,36.5,息,exright
2018-07-13,0.92000000,,0.32745458,45,41.4,息,exright
2019-07-30,0.92369478,,0.35592889,49.8,46,息,exright
2020-07-13,0.94505397,,0.38533171,78.8,74.47,息,exright
2021-07-30,0.84933845,,0.40773514,106.5,90.45,權息,exright
2022-08-02,0.84182203,,0.48006203,94.6,79.63,權息,exright
2023-07-18,0.92967651,,0.57026546,71.1,66.1,息,exright
2024-07-30,0.75623455,,0.61340203,369.5,279.42,權息,exright
2025-07-15,0.91304348,,0.81112669,103.5,94.5,息,exright
2026-08-04,0.88837685,,0.88837685,74.4,66.09,權息,exright
