date,factor,cum_factor,pre_close,ref_price,kind
2015-08-20,0.89971963,0.48668699,107,96.27,權息
2016-08-18,0.94642857,0.54093184,112,106,息
2017-08-17,0.94829369,0.57155062,96.7,91.7,息
2018-07-17,0.94451295,0.60271478,81.1,76.6,息
2019-07-17,0.93796526,0.63812231,80.6,75.6,息
2020-07-16,0.93827160,0.68032616,72.9,68.4,息
2021-07-22,0.94252874,0.72508446,69.6,65.6,息
2022-07-20,0.95675676,0.76929693,92.5,88.5,息
2023-07-19,0.92339833,0.80406741,71.8,66.3,息
2024-07-23,0.95485327,0.87076984,88.6,84.6,息
2025-07-22,0.95555556,0.91194099,135,129,息
2026-07-22,0.95435685,0.95435685,120.5,115,息
