date,factor,cum_factor,pre_close,ref_price,kind
2015-06-17,0.93994413,0.51841232,71.6,67.3,息
2016-06-21,0.91543340,0.55153525,47.3,43.3,息
2017-06-13,0.92788462,0.60248539,41.6,38.6,息
2018-06-14,0.96148909,0.64931068,77.9,74.9,息
2019-06-14,0.92759295,0.67531778,51.1,47.4,息
2020-06-11,0.94425676,0.72803246,59.2,55.9,息
2021-07-22,0.94406780,0.77101112,59,55.7,息
2022-06-10,0.95059880,0.81669041,66.8,63.5,息
2023-06-15,0.92968750,0.85913259,64,59.5,息
2024-06-14,0.98176796,0.92410901,181,177.7,息
2025-06-13,0.96212121,0.94127029,132,127,息
2026-06-11,0.97832817,0.97832817,323,316,息
