date,factor,cum_factor,pre_close,ref_price,kind
2015-08-24,0.96078431,0.72335785,10.2,9.8,息
2016-07-18,0.94565217,0.75288266,9.2,8.7,息
2017-07-04,0.96453901,0.79615177,8.46,8.16,息
2018-08-20,0.97530864,0.82542206,8.1,7.9,息
2019-07-16,0.97536946,0.84631882,8.12,7.92,息
2020-08-21,0.96829268,0.86769051,8.2,7.94,息
2021-09-02,0.98095238,0.89610355,10.5,10.3,息
2022-07-14,0.96212121,0.91350362,13.2,12.7,息
2023-08-24,0.98595506,0.94946833,17.8,17.55,息
2024-08-27,0.98727735,0.96299352,19.65,19.4,息
2025-07-22,0.98333333,0.97540323,15,14.75,息
2026-08-24,0.99193548,0.99193548,12.4,12.3,息
