date,factor,cum_factor,pre_close,ref_price,kind
2021-07-16,0.95638230,0.66557522,15.59,14.91,息
2022-01-18,0.97452229,0.69593009,14.13,13.77,息
2022-07-18,0.93461538,0.71412434,13,12.15,息
2023-01-17,0.97665370,0.76408366,12.85,12.55,息
2023-07-18,0.96545769,0.78234861,11.58,11.18,息
2024-01-17,0.97468354,0.81033961,10.27,10.01,息
2024-07-16,0.96630160,0.83138739,11.87,11.47,息
2025-01-17,0.95852895,0.86038085,12.78,12.25,息
2025-07-16,0.95931953,0.89760549,13.52,12.97,息
2026-01-19,0.97089263,0.93566895,15.46,15.01,息
2026-07-16,0.96372032,0.96372032,15.16,14.61,息
