date,factor,cum_factor,pre_close,ref_price,kind,event
2015-09-08,0.94126984,0.49473239,37.8,35.58,除權息,exright
2016-08-29,0.96144890,0.52560102,38.65,37.16,除息,exright
2017-08-29,0.93951613,0.54667598,37.2,34.95,除權息,exright
2018-02-26,0.97835498,0.58186972,34.65,33.9,除權,exright
2018-09-06,0.93722397,0.59474294,31.7,29.71,除權息,exright
2019-09-05,0.93684211,0.63457931,30.4,28.48,除權息,exright
2020-09-04,0.95285171,0.67735994,39.45,37.59,除權,exright
2021-09-16,0.93625632,0.71087655,29.65,27.76,除權息,exright
2022-08-30,0.93984169,0.75927556,37.9,35.62,除權息,exright
2023-08-29,0.93865906,0.80787602,35.05,32.9,除權息,exright
2024-08-27,0.94961120,0.86067035,32.15,30.53,除權息,exright
2025-08-26,0.93503650,0.90633972,27.4,25.62,除權息,exright
2026-08-25,0.96930946,0.96930946,19.55,18.95,除息,exright
