date,factor,cum_factor,pre_close,ref_price,kind,event
2016-08-26,0.95555556,0.49138082,45,43,除息,exright
2017-08-17,0.93700138,0.51423575,36.35,34.06,除息,exright
2018-08-23,0.93650794,0.54881002,31.5,29.5,除息,exright
2019-08-22,0.94082840,0.58601748,33.8,31.8,除息,exright
2019-12-20,0.98316832,0.62287393,40.4,39.72,除權,exright
2020-08-21,0.95943205,0.63353743,49.3,47.3,除息,exright
2021-08-05,0.95604396,0.66032548,91,87,除息,exright
2022-08-04,0.93377483,0.69068527,75.5,70.5,除息,exright
2023-06-19,0.91161616,0.73967004,79.2,72.2,除息,exright
2023-09-13,0.97945792,0.81138321,70.1,68.66,除權,exright
2024-06-24,0.94292237,0.82840027,87.6,82.6,除息,exright
2025-06-20,0.94031830,0.87854557,75.4,70.9,除息,exright
2026-06-26,0.93430657,0.93430657,68.5,64,除息,exright
