date,factor,cum_factor,pre_close,ref_price,kind,event
2015-09-01,0.94619469,1.03781829,28.25,26.73,息,exright
2015-09-25,1.43717728,1.09683377,29.05,41.75,退還股款,reduce
2016-08-10,0.94186047,0.76318613,34.4,32.4,息,exright
2017-08-10,0.97755331,0.81029639,44.55,43.55,息,exright
2018-08-09,0.95609756,0.82890250,61.5,58.8,息,exright
2019-07-08,0.98532110,0.86696435,54.5,53.7,息,exright
2020-07-02,0.97696335,0.87988002,47.75,46.65,息,exright
2021-07-27,0.99176955,0.90062746,121.5,120.5,息,exright
2022-07-14,0.97747440,0.90810155,146.5,143.2,息,exright
2023-06-15,0.97311828,0.92902847,186,181,息,exright
2024-03-12,0.99325069,0.95469224,363,360.55,權,exright
2024-06-26,0.98630573,0.96117954,314,309.7,息,exright
2025-06-17,0.98328691,0.97452495,179.5,176.5,息,exright
2026-06-16,0.99108911,0.99108911,202,200.2,息,exright
