date,factor,cum_factor,pre_close,ref_price,kind
2015-07-02,0.93898305,0.53215001,11.8,11.08,息
2016-06-29,0.93386454,0.56673015,12.55,11.72,息
2017-06-28,0.94632588,0.60686548,15.65,14.81,息
2018-07-04,0.95052265,0.64128594,14.35,13.64,息
2019-07-03,0.94733333,0.67466666,15,14.21,息
2020-07-06,0.95354839,0.71217451,15.5,14.78,息
2021-08-03,0.94882353,0.74686772,17,16.13,息
2022-07-04,0.94610778,0.78715135,16.7,15.8,息
2023-07-05,0.96784566,0.83198909,15.55,15.05,息
2024-07-02,0.95320513,0.85962992,15.6,14.87,息
2025-06-30,0.95000000,0.90183099,15.6,14.82,息
2026-07-02,0.94929577,0.94929577,17.75,16.85,息
