date,factor,cum_factor,pre_close,ref_price,kind,event
2015-09-24,0.96994992,0.72622987,59.9,58.1,除息,exright
2016-09-21,0.94914966,0.74872925,58.8,55.81,除息,exright
2017-08-31,0.87758621,0.78884214,29,25.45,除權息,exright
2020-08-06,0.97781885,0.89887709,27.05,26.45,除息,exright
2021-07-22,0.97473684,0.91926750,23.75,23.15,除息,exright
2022-07-19,0.97927461,0.94309301,28.95,28.35,除息,exright
2023-07-04,0.98476190,0.96305265,52.5,51.7,除息,exright
2024-07-05,0.99656863,0.97795482,102,101.65,除息,exright
2025-07-14,0.98624420,0.98132210,64.7,63.81,除息,exright
2026-07-10,0.99500924,0.99500924,54.1,53.83,除息,exright
