date,factor,cum_factor,pre_close,ref_price,kind
2015-08-26,0.97502973,0.62544418,8.41,8.2,息
2016-08-02,0.97707424,0.64146165,9.16,8.95,息
2017-08-24,0.93559322,0.65651271,14.75,13.8,權息
2018-07-16,0.88142857,0.70170742,21,18.51,權息
2019-07-16,0.98222222,0.79610242,11.25,11.05,息
2019-08-26,0.97073171,0.81051152,10.25,9.95,權
2020-03-31,0.97539975,0.83494905,8.13,7.93,息
2021-04-08,0.95381062,0.85600703,21.65,20.65,息
2022-03-24,0.95000000,0.89746016,20,19,息
2023-03-23,0.98625430,0.94469490,14.55,14.35,息
2024-03-22,0.98518519,0.95786138,13.5,13.3,息
2025-06-26,0.98071979,0.97226531,7.78,7.63,息
2026-06-22,0.99137931,0.99137931,11.6,11.5,息
