date,factor,cum_factor,pre_close,ref_price,kind
2017-08-01,0.97696737,0.73067776,26.05,25.45,息
2018-07-31,0.97011952,0.74790396,25.1,24.35,息
2019-07-24,0.97422325,0.77094001,43.45,42.33,息
2020-07-08,0.96716016,0.79133814,37.15,35.93,息
2021-08-16,0.96500000,0.81820796,30,28.95,息
2022-07-06,0.97290553,0.84788390,28.05,27.29,息
2023-07-11,0.97852564,0.87149664,31.2,30.53,息
2024-07-16,0.96672104,0.89062218,30.65,29.63,息
2025-07-15,0.96315789,0.92128146,28.5,27.45,息
2026-07-14,0.95652174,0.95652174,26.45,25.3,息
