date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-13,0.97526502,1.20564325,14.15,13.8,息,exright
2016-08-11,0.97368421,1.23622116,13.3,12.95,息,exright
2017-08-10,0.97500000,1.26963254,14,13.65,息,exright
2018-08-02,0.97378277,1.30218722,13.35,13,息,exright
2019-08-08,0.97517730,1.33724611,14.1,13.75,息,exright
2020-08-04,0.97752809,1.37128510,13.35,13.05,息,exright
2021-08-11,0.99083969,1.40280889,32.75,32.45,息,exright
2022-07-21,0.98646362,1.41577785,29.55,29.15,息,exright
2023-07-13,0.95567376,1.43520533,28.2,26.95,息,exright
2024-07-09,0.96518987,1.50177330,31.6,30.5,息,exright
2025-06-13,0.96096096,1.55593562,33.3,32,息,exright
2025-10-07,1.71428571,1.61914550,35,60,退還股款,reduce
2026-07-02,0.94450154,0.94450154,48.65,45.95,息,exright
