date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-20,0.93392070,0.79492995,11.35,10.6,息,exright
2016-07-14,0.92125984,0.85117500,12.7,11.7,息,exright
2017-07-24,0.93277311,0.92392500,17.85,16.65,息,exright
2017-10-06,1.13302540,0.99051419,21.65,24.53,退還股款,reduce
2018-07-20,0.95018450,0.87422063,27.1,25.75,息,exright
2019-07-01,0.97630332,0.92005356,21.1,20.6,息,exright
2019-09-23,1.09912664,0.94238496,22.9,25.17,退還股款,reduce
2021-06-24,0.94706994,0.85739434,26.45,25.05,息,exright
2022-07-21,0.93220721,0.90531259,44.4,41.39,息,exright
2023-07-18,0.98254799,0.97114952,57.3,56.3,息,exright
2024-07-11,0.98839907,0.98839907,43.1,42.6,息,exright
