date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2019-12-20,0.97713651,,0.71262850,45.05,44.02,除息,exright
2020-03-20,0.98991001,,0.72930290,36.67,36.3,除息,exright
2020-06-16,0.99247150,,0.73673657,46.49,46.14,除息,exright
2020-09-16,0.99274280,,0.74232516,46.85,46.51,除息,exright
2020-12-16,0.99271523,,0.74775175,45.3,44.97,除息,exright
2021-03-17,0.99109292,,0.75323892,41.54,41.17,除息,exright
2021-06-17,0.99235912,,0.76000838,41.88,41.56,除息,exright
2021-09-17,0.99246231,,0.76586022,43.78,43.45,除息,exright
2021-12-16,0.99210587,,0.77167688,43.07,42.73,除息,exright
2022-03-16,0.99000000,,0.77781707,38,37.62,除息,exright
2022-06-17,0.98790671,,0.78567380,34.73,34.31,除息,exright
2022-09-20,0.98738082,,0.79529150,35.66,35.21,除息,exright
2022-12-16,0.98703806,,0.80545569,36.26,35.79,除息,exright
2023-03-16,0.98638076,,0.81603306,34.51,34.04,除息,exright
2023-06-16,0.98722045,,0.82730026,34.43,33.99,除息,exright
2023-09-18,0.98638076,,0.83800965,34.51,34.04,除息,exright
2023-12-18,0.98723994,,0.84958029,36.05,35.59,除息,exright
2024-03-18,0.98511734,,0.86056110,34.94,34.42,除息,exright
2024-06-20,0.98454622,,0.87356202,35.59,35.04,除息,exright
2024-09-18,0.98634253,,0.88727375,36.61,36.11,除息,exright
2024-12-17,0.98562805,,0.89955946,34.79,34.29,除息,exright
2025-03-21,0.98633646,,0.91267639,35.13,34.65,除息,exright
2025-06-20,0.98613404,,0.92531953,30.29,29.87,除息,exright
2025-09-19,0.98700495,,0.93833038,32.32,31.9,除息,exright
2025-12-19,0.98743643,,0.95068458,33.43,33.01,除息,exright
2026-03-20,0.98759455,,0.96278053,33.05,32.64,除息,exright
2026-06-22,0.98763198,,0.97487428,33.15,32.74,除息,exright
2026-09-21,0.98708255,,0.98708255,31.74,31.33,除息,exright
