date,factor,cum_factor,pre_close,ref_price,kind,event
2015-09-04,0.97206704,0.77014694,17.9,17.4,除息,exright
2017-09-01,0.96417910,0.79227760,16.75,16.15,除息,exright
2018-08-29,0.97747748,0.82171206,22.2,21.7,除息,exright
2019-08-28,0.97872340,0.84064552,18.8,18.4,除息,exright
2020-08-26,0.94832041,0.85892043,19.35,18.35,除息,exright
2021-09-09,0.98117647,0.90572808,42.5,41.7,除息,exright
2022-08-22,0.97138315,0.92310416,31.45,30.55,除息,exright
2023-08-23,0.96941896,0.95029871,32.7,31.7,除息,exright
2024-05-08,0.98680089,0.98027659,44.7,44.11,除息,exright
2025-08-07,0.99338843,0.99338843,60.5,60.1,除息,exright
