date,factor,cum_factor,pre_close,ref_price,kind
2022-10-21,0.97751606,0.78731948,9.34,9.13,息
2023-02-01,0.99156118,0.80542869,11.85,11.75,息
2023-04-25,0.99083333,0.81228341,12,11.89,息
2023-07-20,0.99172932,0.81979822,13.3,13.19,息
2023-10-23,0.99041298,0.82663505,13.56,13.43,息
2024-01-19,0.97741935,0.83463673,15.5,15.15,息
2024-04-22,0.99684144,0.85391877,15.83,15.78,息
2024-07-18,0.99495968,0.85662447,19.84,19.74,息
2024-10-21,0.99192246,0.86096401,18.57,18.42,息
2025-01-21,0.99198290,0.86797511,18.71,18.56,息
2025-04-22,0.99016393,0.87499000,15.25,15.1,息
2025-07-18,0.97413793,0.88368195,18.56,18.08,息
2025-10-22,0.97031963,0.90714253,21.9,21.25,息
2026-01-16,0.97085890,0.93489042,26.08,25.32,息
2026-04-17,0.97919217,0.96295191,32.68,32,息
2026-07-15,0.98341463,0.98341463,41,40.32,息
