date,factor,cum_factor,pre_close,ref_price,kind,event
2015-09-09,0.95749129,0.56610542,14.35,13.74,除息,exright
2016-09-08,0.95000000,0.59123820,25,23.75,除息,exright
2017-07-14,0.96308186,0.62235600,62.3,60,除息,exright
2018-07-18,0.94025974,0.64621298,38.5,36.2,除息,exright
2019-08-13,0.93055556,0.68727071,28.8,26.8,除息,exright
2020-03-04,0.98561798,0.73855957,22.25,21.93,除權,exright
2020-08-19,0.96530612,0.74933654,24.5,23.65,除息,exright
2021-08-12,0.95833333,0.77626830,24,23,除息,exright
2022-07-11,0.98709677,0.81001909,23.25,22.95,除權息,exright
2023-07-10,0.89565217,0.82060758,28.75,25.75,除息,exright
2024-07-18,0.96624473,0.91621235,23.7,22.9,除息,exright
2025-08-06,0.96774194,0.94821976,21.7,21,除息,exright
2026-07-09,0.97982709,0.97982709,34.7,34,除息,exright
