date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-24,0.93700787,0.56125037,12.7,11.9,除息,exright
2016-07-12,0.94318182,0.59898149,17.6,16.6,除息,exright
2017-07-31,0.92885375,0.63506471,25.3,23.5,除息,exright
2018-07-10,0.95464684,0.68370797,26.9,25.68,除息,exright
2019-07-26,0.93953488,0.71618942,21.5,20.2,除息,exright
2020-07-24,0.93035714,0.76228082,22.4,20.84,除息,exright
2021-07-27,0.97663551,0.81934215,42.8,41.8,除息,exright
2022-07-26,0.94423792,0.83894364,26.9,25.4,除息,exright
2023-06-20,0.94713656,0.88848755,34.05,32.25,除息,exright
2024-06-20,0.98125000,0.93807755,64,62.8,除息,exright
2025-06-19,0.97666278,0.95600260,85.7,83.7,除息,exright
2026-06-17,0.97884615,0.97884615,104,101.8,除息,exright
