date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-13,0.98272727,0.51897533,22,21.62,除息,exright
2016-07-04,0.96358118,0.52809701,32.95,31.75,除息,exright
2017-07-03,0.96291513,0.54805658,54.2,52.19,除息,exright
2018-07-16,0.94543269,0.56916395,41.6,39.33,除息,exright
2019-07-25,0.94972678,0.60201425,45.75,43.45,除息,exright
2020-07-13,0.97157895,0.63388152,95,92.3,除息,exright
2020-11-30,0.95652174,0.65242410,138,132,除息,exright
2021-03-31,0.96978852,0.68207974,99.3,96.3,除息,exright
2021-07-06,0.98044329,0.70332833,76.7,75.2,除息,exright
2021-09-23,0.96423462,0.71735748,69.9,67.4,除息,exright
2021-11-23,0.97955707,0.74396570,58.7,57.5,除息,exright
2022-04-14,0.98000000,0.75949194,50,49,除息,exright
2022-06-16,0.98712999,0.77499177,38.85,38.35,除息,exright
2022-09-07,0.98694517,0.78509597,38.3,37.8,除息,exright
2022-12-06,0.98618785,0.79548084,36.2,35.7,除息,exright
2023-04-06,0.98702983,0.80662202,38.55,38.05,除息,exright
2023-06-08,0.98704663,0.81722152,38.6,38.1,除息,exright
2023-08-31,0.98673740,0.82794622,37.7,37.2,除息,exright
2024-11-28,0.98843188,0.83907453,38.9,38.45,除息,exright
2025-02-12,0.99458763,0.84889464,38.8,38.59,除權,exright
2025-04-10,0.97142857,0.85351418,28,27.2,除息,exright
2025-06-10,0.98926174,0.87861754,37.25,36.85,除息,exright
2025-08-28,0.98855508,0.88815477,34.95,34.55,除息,exright
2025-12-02,0.97959184,0.89843731,34.3,33.6,除息,exright
2026-04-10,0.98412698,0.91715476,31.5,31,除息,exright
2026-06-15,0.96932515,0.93194758,32.6,31.6,除息,exright
2026-08-31,0.96143959,0.96143959,38.9,37.4,除息,exright
