date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-27,0.97171146,0.60979367,70.7,68.7,除息,exright
2015-12-21,0.98711454,0.62754604,90.8,89.63,除權,exright
2016-08-30,0.95681416,0.63573781,113,108.12,除息,exright
2016-12-21,0.96971698,0.66443186,106,102.79,除權,exright
2017-09-19,0.98232143,0.68518122,112,110.02,除息,exright
2018-09-03,0.98310811,0.69751224,59.2,58.2,除息,exright
2019-08-26,0.92752688,0.70949698,46.5,43.13,除權,exright
2020-09-15,0.96825397,0.76493415,63,61,除息,exright
2021-01-27,0.97257770,0.79001395,54.7,53.2,除息,exright
2021-04-09,0.98248687,0.81228878,57.1,56.1,除息,exright
2021-08-10,0.98747515,0.82676809,50.3,49.67,除息,exright
2021-11-09,0.97851711,0.83725457,52.6,51.47,除息,exright
2022-01-25,0.99126984,0.85563611,50.4,49.96,除息,exright
2023-04-13,0.98863636,0.86317174,88,87,除息,exright
2023-08-09,0.99135371,0.87309325,114.5,113.51,除息,exright
2023-11-07,0.98903654,0.88070811,90.3,89.31,除息,exright
2024-01-25,0.98959184,0.89047074,98,96.98,除息,exright
2024-04-12,0.99196850,0.89983639,127,125.98,除息,exright
2024-08-05,0.99469697,0.90712193,132,131.3,除息,exright
2024-11-07,0.99408284,0.91195807,169,168,除息,exright
2025-02-05,0.99011407,0.91738640,131.5,130.2,除息,exright
2025-04-11,0.98905908,0.92654617,91.4,90.4,除息,exright
2025-08-05,0.99212598,0.93679557,127,126,除息,exright
2025-10-01,0.97683333,0.94423046,120,117.22,除權,exright
2025-11-06,0.99072072,0.96662391,111,109.97,除息,exright
2026-01-27,0.99172691,0.97567750,124.5,123.47,除息,exright
2026-04-10,0.99202658,0.98381670,150.5,149.3,除息,exright
2026-08-05,0.99172414,0.99172414,145,143.8,除息,exright
