date,factor,cum_factor,pre_close,ref_price,kind
2015-07-02,0.93529412,0.57798479,17,15.9,息
2017-07-06,0.93620415,0.61797115,31.35,29.35,息
2018-06-28,0.94303797,0.66008163,23.7,22.35,息
2019-07-24,0.91843393,0.69995233,30.65,28.15,息
2020-07-08,0.93133047,0.76211506,23.3,21.7,息
2021-08-25,0.97727273,0.81830787,22,21.5,息
2022-08-25,0.94050992,0.83733829,17.65,16.6,息
2023-08-24,0.97506234,0.89030246,20.05,19.55,息
2024-08-29,0.97518610,0.91307234,20.15,19.65,息
2025-08-28,0.93630573,0.93630573,15.7,14.7,息
