date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-06,0.93291139,0.59494882,39.5,36.85,除息,exright
2016-08-03,0.94225722,0.63773347,38.1,35.9,除息,exright
2017-07-31,0.95000000,0.67681463,40,38,除息,exright
2018-07-30,0.93362832,0.71243645,45.2,42.2,除息,exright
2019-07-30,0.94614443,0.76308359,40.85,38.65,除息,exright
2020-07-30,0.97377049,0.80651914,30.5,29.7,除息,exright
2021-09-30,0.97368421,0.82824356,38,37,除息,exright
2022-08-04,0.97894737,0.85062852,47.5,46.5,除息,exright
2023-08-07,0.95117188,0.86892161,51.2,48.7,除息,exright
2024-08-05,0.96239718,0.91352744,42.55,40.95,除息,exright
2025-10-02,0.97989031,0.94922082,54.7,53.6,除息,exright
2026-08-04,0.96870110,0.96870110,63.9,61.9,除息,exright
