date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-22,0.94607843,0.57337840,102,96.5,息,exright
2016-07-20,0.91949911,0.60605800,55.9,51.4,息,exright
2017-07-19,0.93767313,0.65911755,72.2,67.7,息,exright
2018-07-25,0.92233010,0.70292891,61.8,57,息,exright
2019-07-01,0.93269231,0.76212292,104,97,息,exright
2020-07-07,0.93675889,0.81712149,126.5,118.5,息,exright
2021-07-23,0.93574297,0.87228581,124.5,116.5,息,exright
2022-06-24,0.91803279,0.93218526,97.6,89.6,息,exright
2023-06-27,0.91869919,1.01541609,123,113,息,exright
2024-06-24,0.95169082,1.10527592,207,197,息,exright
2025-06-20,0.92926667,1.16138129,150,139.39,息,exright
2026-06-01,0.96713615,1.24978258,106.5,103,息,exright
2026-08-24,1.29225092,1.29225092,81.3,105.06,退還股款,reduce
