date,factor,cum_factor,pre_close,ref_price,kind
2015-07-02,0.98934837,0.69083892,79.8,78.95,息
2016-07-04,0.95555556,0.69827670,90,86,息
2017-06-28,0.94893617,0.73075469,117.5,111.5,息
2018-07-04,0.94878049,0.77007781,123,116.7,息
2019-06-20,0.95949367,0.81165013,118.5,113.7,息
2020-06-17,0.96806167,0.84591504,90.8,87.9,息
2021-07-23,0.99412935,0.87382350,100.5,99.91,息
2022-06-21,0.95978836,0.87898371,94.5,90.7,息
2023-06-13,0.98752834,0.91580993,88.2,87.1,息
2024-07-09,0.96955860,0.92737584,65.7,63.7,息
2025-06-25,0.97823129,0.95649282,36.75,35.95,息
2026-06-23,0.97777778,0.97777778,54,52.8,息
