date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-26,0.94472050,0.61539927,16.1,15.21,除息,exright
2016-07-18,0.96725441,0.65140883,39.7,38.4,除息,exright
2017-08-29,0.95873786,0.67346173,41.2,39.5,除息,exright
2018-08-28,0.94444444,0.70244616,21.6,20.4,除息,exright
2019-07-18,0.94974874,0.74376652,19.9,18.9,除息,exright
2020-08-31,0.94920635,0.78311925,15.75,14.95,除息,exright
2021-08-31,0.98697674,0.82502529,21.5,21.22,除息,exright
2022-07-13,0.98170732,0.83591158,16.4,16.1,除息,exright
2023-08-25,0.94736842,0.85148758,19,18,除息,exright
2024-08-28,0.98923328,0.89879244,30.65,30.32,除息,exright
2025-07-16,0.95744681,0.90857481,23.5,22.5,除息,exright
2026-08-28,0.94895592,0.94895592,21.55,20.45,除息,exright
