date,factor,cum_factor,pre_close,ref_price,kind,event
2015-05-25,0.91992188,0.46110257,25.6,23.55,除權息,exright
2016-08-08,0.94467120,0.50124101,22.05,20.83,除權息,exright
2017-08-04,0.91966874,0.53059838,24.15,22.21,除權息,exright
2018-08-06,0.92570093,0.57694511,21.4,19.81,除權息,exright
2019-07-22,0.92989691,0.62325216,19.4,18.04,除權息,exright
2020-07-06,0.93939394,0.67023791,18.15,17.05,除息,exright
2021-07-15,0.95467422,0.71347907,17.65,16.85,除息,exright
2022-06-30,0.90566038,0.74735344,21.2,19.2,除息,exright
2023-07-06,0.93877551,0.82520276,19.6,18.4,除息,exright
2024-07-08,0.97814208,0.87902033,18.3,17.9,除息,exright
2025-07-23,0.95031056,0.89866325,16.1,15.3,除息,exright
2026-07-23,0.94565217,0.94565217,18.4,17.4,除息,exright
