date,factor,cum_factor,pre_close,ref_price,kind,event
2015-09-02,0.90196078,0.50926728,15.3,13.8,除息,exright
2016-08-24,0.95411090,0.56462242,26.15,24.95,除息,exright
2017-08-17,0.91283293,0.59177861,20.65,18.85,除息,exright
2018-07-09,0.93902439,0.64828797,16.4,15.4,除息,exright
2019-07-10,0.93370166,0.69038459,18.1,16.9,除息,exright
2020-04-13,0.95539033,0.73940598,26.9,25.7,除息,exright
2021-04-13,0.96350365,0.77393078,27.4,26.4,除息,exright
2022-04-14,0.95876289,0.80324634,24.25,23.25,除息,exright
2023-04-14,0.93150685,0.83779457,29.2,27.2,除息,exright
2024-04-19,0.94974874,0.89939711,39.8,37.8,除息,exright
2025-04-17,0.95926680,0.94698426,24.55,23.55,除息,exright
2026-04-16,0.98719590,0.98719590,78.1,77.1,除息,exright
