date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-25,0.91718427,0.54553992,48.3,44.3,除息,exright
2016-08-25,0.92934783,0.59479860,46,42.75,除息,exright
2017-07-25,0.93023256,0.64001721,43,40,除息,exright
2018-07-25,0.94469027,0.68801850,45.2,42.7,除息,exright
2019-08-01,0.95588235,0.72830061,34,32.5,除息,exright
2020-08-17,0.97194951,0.76191448,35.65,34.65,除息,exright
2021-09-16,0.97167139,0.78390336,35.3,34.3,除息,exright
2022-08-18,0.97002398,0.80675768,41.7,40.45,除息,exright
2023-08-28,0.95545657,0.83168839,44.9,42.9,除息,exright
2024-08-15,0.95475113,0.87046174,44.2,42.2,除息,exright
2025-07-10,0.95407577,0.91171585,43.55,41.55,除息,exright
2026-07-16,0.95560109,0.95560109,73.2,69.95,除息,exright
