date,factor,cum_factor,pre_close,ref_price,kind,event
2016-07-21,0.97105263,0.55377348,76,73.8,除息,exright
2017-08-25,0.86472222,0.57028163,72,62.26,除權息,exright
2018-08-17,0.93198294,0.65949691,46.9,43.71,除權息,exright
2019-07-19,0.97525773,0.70762766,48.5,47.3,除息,exright
2020-08-25,0.91932203,0.72558016,29.5,27.12,除權息,exright
2021-08-26,0.93664303,0.78925571,42.3,39.62,除權息,exright
2022-09-05,0.93417476,0.84264302,51.5,48.11,除權息,exright
2023-07-27,0.93828125,0.90201861,76.8,72.06,除權息,exright
2024-07-02,0.98613953,0.96135206,107.5,106.01,除息,exright
2025-07-07,0.97826087,0.97486413,82.8,81,除息,exright
2026-07-14,0.99652778,0.99652778,144,143.5,除息,exright
