date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2008-08-11,0.91951220,,0.52870147,41,37.7,除息,exright
2009-08-11,0.93632417,,0.57498038,34.55,32.35,除息,exright
2010-07-16,0.91891892,,0.61408260,37,34,除息,exright
2011-07-05,0.91902834,,0.66826636,24.7,22.7,除息,exright
2012-07-13,0.90872483,,0.72714445,22.35,20.31,除息,exright
2013-07-11,0.94088670,,0.80018111,20.3,19.1,除息,exright
2014-07-17,0.93908629,,0.85045427,19.7,18.5,除息,exright
2015-07-23,0.95912807,,0.90561887,18.35,17.6,除息,exright
2015-11-06,1.11366120,1.11338798,0.94421059,18.3,20.38,現金減資,reduce
2016-07-08,0.95562130,,0.84805172,16.9,16.15,除息,exright
2017-07-12,0.95738636,,0.88743492,17.6,16.85,除息,exright
2018-07-12,0.95912807,,0.92693499,18.35,17.6,除息,exright
2019-07-16,0.96250000,,0.96643506,20,19.25,除息,exright
2019-10-21,1.16425339,1.16425339,1.00408838,22.1,25.73,現金減資,reduce
2020-07-15,0.95833333,,0.86243114,26.4,25.3,除息,exright
2021-08-27,0.94818653,,0.89992815,28.95,27.45,除息,exright
2022-07-12,0.98845266,,0.94910455,21.65,21.4,除息,exright
2022-10-24,1.13395349,1.13372093,0.96019222,21.5,24.38,現金減資,reduce
2023-07-12,0.99032258,,0.84693878,31,30.7,除息,exright
2024-07-17,0.95318596,,0.85521505,38.45,36.65,除息,exright
2025-07-17,0.94222834,,0.89721743,36.35,34.25,除息,exright
2026-07-17,0.95222930,,0.95222930,31.4,29.9,除息,exright
