date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2008-10-09,0.88361582,,0.28817816,17.7,15.64,除權息,exright
2009-07-08,0.90711462,,0.32613512,25.3,22.95,除息,exright
2010-08-06,0.93900709,,0.35953022,28.2,26.48,除息,exright
2011-08-25,0.95433790,,0.38288340,21.9,20.9,除息,exright
2012-08-17,0.92146597,,0.40120318,19.1,17.6,除息,exright
2013-08-23,0.96408163,,0.43539663,24.5,23.62,除息,exright
2014-08-25,0.94238683,,0.45161801,24.3,22.9,除息,exright
2015-08-21,0.90957447,,0.47922784,18.8,17.1,除息,exright
2016-08-19,0.94579946,,0.52687038,18.45,17.45,除息,exright
2017-06-29,0.94093264,,0.55706352,19.3,18.16,除息,exright
2018-07-11,0.93235908,,0.59203337,23.95,22.33,除息,exright
2019-07-25,0.92670157,,0.63498429,19.1,17.7,除權息,exright
2019-11-27,0.95854342,,0.68520904,17.85,17.11,除權,exright
2020-07-23,0.95723014,,0.71484403,24.55,23.5,除息,exright
2021-09-14,0.96739130,,0.74678387,41.4,40.05,除息,exright
2022-08-09,0.95688623,,0.77195636,41.75,39.95,除息,exright
2023-07-13,0.96880570,,0.80673787,56.1,54.35,除息,exright
2024-07-05,0.98377193,,0.83271379,114,112.15,除息,exright
2025-09-22,0.87652695,,0.84645004,83.5,73.19,除權息,exright
2026-09-07,0.96568627,,0.96568627,61.2,59.1,除息,exright
