date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2019-10-23,0.99138581,,0.90220562,9.02,8.94,息,exright
2020-04-24,0.98540625,,0.91004492,9.6,9.45,息,exright
2020-10-23,0.97919911,,0.92352257,8.99,8.8,息,exright
2021-04-22,0.98637665,,0.94314074,9.08,8.95,息,exright
2021-10-21,0.98701944,,0.95616694,9.26,9.13,息,exright
2022-04-22,0.98753994,,0.96874175,9.39,9.27,息,exright
2022-10-21,0.98096463,,0.98096463,9.33,9.15,息,exright
