date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-09-04,0.95129032,,0.71318529,31,29.49,除息,exright
2016-08-30,0.96042216,,0.74970308,37.9,36.4,除息,exright
2017-07-12,0.98965278,,0.78059744,144,142.51,除息,exright
2017-08-30,0.99027523,,0.78875890,109,107.94,除權,exright
2018-09-05,0.97129094,,0.79650473,51.9,50.41,除息,exright
2019-09-06,0.98871212,,0.82004752,132,130.51,除息,exright
2019-11-22,0.95816949,,0.82940980,147.5,141.33,除權,exright
2020-09-07,0.98412698,,0.86561908,126,124,除息,exright
2021-09-17,0.95854063,,0.87958068,60.3,57.8,息,exright
2022-08-03,0.96551724,,0.91762483,58,56,息,exright
2023-06-28,0.96655518,,0.95039715,59.8,57.8,息,exright
2024-08-28,0.99159664,,0.98328286,59.5,59,息,exright
2025-09-03,0.99345550,,0.99161576,76.4,75.9,息,exright
2026-09-02,0.99814815,,0.99814815,270,269.5,息,exright
