date,factor,cum_factor,pre_close,ref_price,kind
2022-07-27,0.99424704,0.86752069,59.1,58.76,息
2023-07-20,0.96869565,0.87254038,57.5,55.7,息
2024-07-19,0.96603774,0.90073738,53,51.2,息
2025-07-01,0.96603774,0.93240393,53,51.2,息
2026-07-01,0.96518375,0.96518375,51.7,49.9,息
