date,factor,cum_factor,pre_close,ref_price,kind
2015-07-08,0.97237569,0.68363544,18.1,17.6,息
2016-06-27,0.95841996,0.70305690,24.05,23.05,息
2017-06-30,0.97014925,0.73355828,40.2,39,息
2018-06-29,0.97178131,0.75612931,28.35,27.55,息
2019-07-04,0.96750000,0.77808588,20,19.35,息
2020-07-10,0.96890244,0.80422313,16.4,15.89,息
2021-07-12,0.98947368,0.83003520,28.5,28.2,息
2022-06-09,0.98843931,0.83886536,25.95,25.65,息
2023-05-30,0.95703125,0.84867665,25.6,24.5,息
2024-05-27,0.95786164,0.88678050,31.8,30.46,息
2025-05-28,0.95294118,0.92579186,25.5,24.3,息
2026-05-27,0.97150997,0.97150997,35.1,34.1,息
