date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-04,0.98210291,0.67508735,22.35,21.95,息,exright
2016-05-11,0.95234375,0.68738963,25.6,24.38,息,exright
2017-05-10,0.93506494,0.72178731,30.8,28.8,息,exright
2018-05-09,0.94538153,0.77191142,24.9,23.54,息,exright
2019-05-08,0.95704057,0.81650784,20.95,20.05,息,exright
2020-06-19,0.94791667,0.85315906,19.2,18.2,息,exright
2021-05-17,0.94727891,0.90003593,29.4,27.85,息,exright
2022-03-16,0.92044944,0.95012770,44.5,40.96,息,exright
2022-08-15,1.29184953,1.03224323,31.9,41.21,退還股款,reduce
2023-03-24,0.91861648,0.79904293,49.15,45.15,息,exright
2024-03-21,0.94594595,0.86983300,40.7,38.5,息,exright
2025-03-20,0.95305164,0.91953774,31.95,30.45,息,exright
2026-03-19,0.96483516,0.96483516,22.75,21.95,息,exright
