date,factor,cum_factor,pre_close,ref_price,kind
2015-07-28,0.94358974,0.65042776,39,36.8,息
2016-08-02,0.96322489,0.68931203,70.7,68.1,息
2017-08-01,0.94639866,0.71562937,59.7,56.5,息
2018-07-31,0.94360902,0.75616059,39.9,37.65,息
2019-07-30,0.98518519,0.80134947,33.75,33.25,息
2020-07-28,0.96323529,0.81339984,27.2,26.2,息
2021-08-27,0.98368679,0.84444564,30.65,30.15,息
2022-07-26,0.98266898,0.85844971,28.85,28.35,息
2023-07-25,0.97564470,0.87358992,34.9,34.05,息
2024-07-29,0.97252747,0.89539760,45.5,44.25,息
2025-07-14,0.94307692,0.92069131,32.5,30.65,息
2026-07-21,0.97626322,0.97626322,42.55,41.54,息
