date,factor,cum_factor,pre_close,ref_price,kind,event
2016-08-29,0.97784343,0.81430870,33.85,33.1,除息,exright
2017-07-24,0.98791946,0.83275980,29.8,29.44,除息,exright
2018-08-27,0.98909091,0.84294301,33,32.64,除息,exright
2019-01-10,0.97698864,0.85224017,35.2,34.39,除權,exright
2019-07-15,0.96223565,0.87231329,33.1,31.85,除息,exright
2020-07-29,0.98071625,0.90654851,36.3,35.6,除息,exright
2021-09-29,0.98593750,0.92437390,32,31.55,除息,exright
2022-09-08,0.98850575,0.93755831,30.45,30.1,除息,exright
2023-08-07,0.98269551,0.94846015,30.05,29.53,除息,exright
2024-08-28,0.98292330,0.96516179,34.55,33.96,除權息,exright
2025-07-14,0.98832685,0.98192991,25.7,25.4,除息,exright
2026-07-09,0.99352751,0.99352751,92.7,92.1,除息,exright
