win,cost,S,C,T,tr_mean,tr_med,tr_p10,tr_p90,tr_prev_med,cagr_med,cagr_p10,cagr_p90,mdd_med,mdd_p10,mdd_p90,expo_med,slot_med,trades_med,seeds
主格窗,成本0,S1,C1,T1w,-0.164070767148921,-0.17052671908694234,-0.3358643903834334,0.021908786005740297,-0.17052671908694234,-0.10149597746250816,-0.20885805762686913,0.01248200424857019,-0.35277567650638353,-0.42086675194920736,-0.3034821293039589,0.8853533294853805,0.875,32.0,200
主格窗,成本0.585%,S1,C1,T1w,-0.17855679377854108,-0.18497646044420807,-0.34856478208749825,0.0062508053023731915,-0.18497646044420807,-0.11048938686130533,-0.2175541383229699,0.0035721377061517555,-0.35897984830987006,-0.42538097217596654,-0.3082872286676825,0.8857038010694536,0.875,32.0,200
