win,cost,gap_pp,S_pp,C_pp,T_pp,resid_pp,resid_share,resid_gt_max
主格窗,成本0.585%,-11.689316436723773,25.745533008894967,-9.929944511292268,-34.15264616565419,6.6477412313277195,0.5687023075569094,False
主格窗,成本0,-10.818736257695349,25.635515710732122,-10.072627866762614,-33.22217210193426,6.840548000269408,0.632287157883504,False
全窗,成本0.585%,549.5121153084132,473.3733100719451,178.6442849624694,-270.14750970129455,167.6420299752932,0.3050743110207939,False
全窗,成本0,652.1236081580146,494.19545818846603,196.56601351577808,-221.9967413850709,183.3588778388414,0.281171967315761,False
