t,sid,sig,ctl,ctl_hits,n_ctl,d,month,block
523,1259,0.0,0.0,0,10,0.0,2017-03,0
523,1323,0.0,0.0,0,10,0.0,2017-03,0
523,3162,0.0,0.0,0,10,0.0,2017-03,0
523,3257,0.0,0.3333333333333333,3,9,-0.3333333333333333,2017-03,0
523,3548,0.0,0.0,0,9,0.0,2017-03,0
523,6251,0.0,0.1,1,10,-0.1,2017-03,0
524,1519,0.0,0.0,0,10,0.0,2017-03,0
524,2115,0.0,0.0,0,10,0.0,2017-03,0
524,2461,0.0,0.0,0,10,0.0,2017-03,0
524,3025,0.0,0.1,1,10,-0.1,2017-03,0
524,3032,0.0,0.0,0,10,0.0,2017-03,0
524,3325,0.0,0.0,0,10,0.0,2017-03,0
524,4966,0.0,0.0,0,10,0.0,2017-03,0
524,8234,0.0,0.1,1,10,-0.1,2017-03,0
525,1218,0.0,0.0,0,10,0.0,2017-03,0
525,1308,0.0,0.0,0,10,0.0,2017-03,0
525,1626,0.0,0.0,0,10,0.0,2017-03,0
525,2239,0.0,0.1,1,10,-0.1,2017-03,0
525,3372,0.0,0.0,0,10,0.0,2017-03,0
525,3518,0.0,0.3,3,10,-0.3,2017-03,0
525,3652,0.0,0.0,0,10,0.0,2017-03,0
525,5426,0.0,0.0,0,10,0.0,2017-03,0
525,5498,0.0,0.0,0,10,0.0,2017-03,0
525,8054,0.0,0.1,1,10,-0.1,2017-03,0
525,8081,0.0,0.0,0,10,0.0,2017-03,0
526,1475,1.0,0.0,0,10,1.0,2017-03,0
526,1521,0.0,0.0,0,10,0.0,2017-03,0
526,2464,0.0,0.0,0,10,0.0,2017-03,0
526,2884,0.0,0.0,0,10,0.0,2017-03,0
526,2923,0.0,0.0,0,10,0.0,2017-03,0
526,3202,0.0,0.0,0,10,0.0,2017-03,0
526,3272,0.0,0.0,0,10,0.0,2017-03,0
526,3540,0.0,0.0,0,10,0.0,2017-03,0
526,3596,0.0,0.0,0,10,0.0,2017-03,0
526,8091,0.0,0.0,0,10,0.0,2017-03,0
526,8444,0.0,0.0,0,10,0.0,2017-03,0
526,9958,0.0,0.0,0,10,0.0,2017-03,0
527,1786,0.0,0.0,0,10,0.0,2017-03,0
527,2726,0.0,0.0,0,10,0.0,2017-03,0
528,3006,1.0,0.0,0,10,1.0,2017-03,0
528,3631,0.0,0.0,0,10,0.0,2017-03,0
529,2910,0.0,0.2,2,10,-0.2,2017-03,0
529,4167,0.0,0.0,0,10,0.0,2017-03,0
529,6179,0.0,0.0,0,10,0.0,2017-03,0
529,9938,0.0,0.0,0,10,0.0,2017-03,0
530,2484,0.0,0.1,1,10,-0.1,2017-03,0
530,3577,0.0,0.0,0,10,0.0,2017-03,0
530,6153,0.0,0.0,0,10,0.0,2017-03,0
530,8069,0.0,0.1,1,10,-0.1,2017-03,0
530,8213,0.0,0.0,0,10,0.0,2017-03,0
531,1592,0.0,0.0,0,9,0.0,2017-03,0
531,1599,0.0,0.0,0,10,0.0,2017-03,0
531,2376,0.0,0.2,2,10,-0.2,2017-03,0
531,3093,0.0,0.1,1,10,-0.1,2017-03,0
531,3546,0.0,0.0,0,10,0.0,2017-03,0
531,4532,0.0,0.1,1,10,-0.1,2017-03,0
532,2430,0.0,0.0,0,10,0.0,2017-03,0
532,2712,0.0,0.0,0,10,0.0,2017-03,0
532,6224,0.0,0.0,0,10,0.0,2017-03,0
532,8287,0.0,0.2222222222222222,2,9,-0.2222222222222222,2017-03,0
533,1326,0.0,0.0,0,10,0.0,2017-03,0
533,1593,0.0,0.0,0,10,0.0,2017-03,0
533,2395,0.0,0.0,0,10,0.0,2017-03,0
533,2489,0.0,0.0,0,10,0.0,2017-03,0
533,6239,0.0,0.0,0,10,0.0,2017-03,0
533,6462,0.0,0.0,0,9,0.0,2017-03,0
533,8462,0.0,0.0,0,10,0.0,2017-03,0
534,1558,0.0,0.0,0,10,0.0,2017-03,0
534,3219,0.0,0.0,0,10,0.0,2017-03,0
535,1529,0.0,0.1,1,10,-0.1,2017-03,0
536,1817,0.0,0.0,0,10,0.0,2017-03,0
536,8927,0.0,0.0,0,10,0.0,2017-03,0
537,3027,0.0,0.2,2,10,-0.2,2017-03,0
537,4556,0.0,0.0,0,10,0.0,2017-03,0
537,8426,0.0,0.0,0,10,0.0,2017-03,0
538,1742,0.0,0.0,0,10,0.0,2017-03,0
538,2062,0.0,0.0,0,10,0.0,2017-03,0
538,2472,0.0,0.0,0,10,0.0,2017-03,0
539,4429,0.0,0.0,0,10,0.0,2017-03,0
539,4609,0.0,0.0,0,10,0.0,2017-03,0
539,8024,0.0,0.0,0,10,0.0,2017-03,0
539,8088,0.0,0.0,0,10,0.0,2017-03,0
540,5520,0.0,0.1,1,10,-0.1,2017-03,0
540,8291,0.0,0.1,1,10,-0.1,2017-03,0
541,1417,0.0,0.0,0,10,0.0,2017-03,0
541,2207,0.0,0.0,0,10,0.0,2017-03,0
542,1304,0.0,0.0,0,10,0.0,2017-03,0
542,1447,0.0,0.0,0,10,0.0,2017-03,0
542,1718,0.0,0.0,0,10,0.0,2017-03,0
542,1723,0.0,0.0,0,10,0.0,2017-03,0
542,2302,0.0,0.0,0,10,0.0,2017-03,0
542,3078,0.0,0.0,0,10,0.0,2017-03,0
542,3294,0.0,0.2,2,10,-0.2,2017-03,0
542,3428,1.0,0.0,0,10,1.0,2017-03,0
542,4533,0.0,0.0,0,10,0.0,2017-03,0
543,2020,0.0,0.0,0,10,0.0,2017-03,1
543,2034,0.0,0.0,0,10,0.0,2017-03,1
543,2312,0.0,0.0,0,10,0.0,2017-03,1
543,2475,0.0,0.1,1,10,-0.1,2017-03,1
543,3284,0.0,0.2,2,10,-0.2,2017-03,1
543,3315,1.0,0.0,0,10,1.0,2017-03,1
543,3580,1.0,0.1,1,10,0.9,2017-03,1
543,6221,0.0,0.1,1,10,-0.1,2017-03,1
544,2236,0.0,0.0,0,10,0.0,2017-03,1
544,3054,0.0,0.1,1,10,-0.1,2017-03,1
544,4207,0.0,0.0,0,10,0.0,2017-03,1
544,4942,0.0,0.0,0,10,0.0,2017-03,1
544,5386,1.0,0.0,0,10,1.0,2017-03,1
544,6217,0.0,0.0,0,10,0.0,2017-03,1
544,6294,0.0,0.0,0,10,0.0,2017-03,1
545,2115,0.0,0.0,0,10,0.0,2017-04,1
545,2382,0.0,0.1,1,10,-0.1,2017-04,1
545,2466,0.0,0.0,0,10,0.0,2017-04,1
545,5347,0.0,0.0,0,10,0.0,2017-04,1
545,5388,0.0,0.0,0,10,0.0,2017-04,1
546,2832,0.0,0.0,0,10,0.0,2017-04,1
546,3533,1.0,0.0,0,10,1.0,2017-04,1
546,5498,0.0,0.0,0,10,0.0,2017-04,1
547,1308,0.0,0.1,1,10,-0.1,2017-04,1
547,3025,0.0,0.1,1,10,-0.1,2017-04,1
548,2851,0.0,0.0,0,10,0.0,2017-04,1
548,3162,1.0,0.0,0,10,1.0,2017-04,1
548,3332,0.0,0.0,0,9,0.0,2017-04,1
548,3432,0.0,0.0,0,10,0.0,2017-04,1
549,2027,0.0,0.0,0,10,0.0,2017-04,1
549,2850,0.0,0.0,0,10,0.0,2017-04,1
550,1503,0.0,0.0,0,9,0.0,2017-04,1
550,2908,0.0,0.0,0,10,0.0,2017-04,1
550,3042,0.0,0.0,0,10,0.0,2017-04,1
550,4803,0.0,0.1,1,10,-0.1,2017-04,1
550,9919,0.0,0.0,0,10,0.0,2017-04,1
551,1516,0.0,0.0,0,10,0.0,2017-04,1
551,1789,0.0,0.0,0,10,0.0,2017-04,1
551,2007,0.0,0.0,0,10,0.0,2017-04,1
551,3631,0.0,0.1,1,10,-0.1,2017-04,1
551,5607,0.0,0.0,0,10,0.0,2017-04,1
551,6107,0.0,0.1,1,10,-0.1,2017-04,1
552,5533,0.0,0.0,0,10,0.0,2017-04,1
553,1455,0.0,0.0,0,10,0.0,2017-04,1
553,1468,0.0,0.0,0,10,0.0,2017-04,1
553,1474,0.0,0.0,0,10,0.0,2017-04,1
553,2910,0.0,0.0,0,10,0.0,2017-04,1
553,4711,0.0,0.0,0,10,0.0,2017-04,1
553,4924,0.0,0.0,0,10,0.0,2017-04,1
553,6113,0.0,0.0,0,10,0.0,2017-04,1
553,6147,0.0,0.0,0,10,0.0,2017-04,1
553,8436,0.0,0.0,0,10,0.0,2017-04,1
554,1210,0.0,0.0,0,10,0.0,2017-04,1
554,1410,0.0,0.1,1,10,-0.1,2017-04,1
554,1456,0.0,0.0,0,10,0.0,2017-04,1
554,1614,0.0,0.0,0,10,0.0,2017-04,1
554,1701,0.0,0.0,0,10,0.0,2017-04,1
554,2033,0.0,0.1,1,10,-0.1,2017-04,1
554,2476,0.0,0.0,0,10,0.0,2017-04,1
554,2520,0.0,0.0,0,10,0.0,2017-04,1
554,2617,0.0,0.0,0,10,0.0,2017-04,1
554,2729,0.0,0.0,0,10,0.0,2017-04,1
554,3017,0.0,0.0,0,10,0.0,2017-04,1
554,3189,0.0,0.0,0,10,0.0,2017-04,1
554,3577,0.0,0.0,0,10,0.0,2017-04,1
554,5269,0.0,0.0,0,9,0.0,2017-04,1
554,5907,0.0,0.1,1,10,-0.1,2017-04,1
554,6127,0.0,0.2,2,10,-0.2,2017-04,1
554,6191,0.0,0.1,1,10,-0.1,2017-04,1
554,6239,0.0,0.0,0,10,0.0,2017-04,1
554,6282,0.0,0.0,0,10,0.0,2017-04,1
554,8084,0.0,0.0,0,10,0.0,2017-04,1
554,9902,0.0,0.0,0,10,0.0,2017-04,1
554,9934,0.0,0.1111111111111111,1,9,-0.1111111111111111,2017-04,1
555,1720,0.0,0.0,0,10,0.0,2017-04,1
555,2063,0.0,0.0,0,10,0.0,2017-04,1
555,2456,0.0,0.0,0,10,0.0,2017-04,1
555,3305,0.0,0.0,0,10,0.0,2017-04,1
555,4416,0.0,0.0,0,10,0.0,2017-04,1
555,9938,0.0,0.1,1,10,-0.1,2017-04,1
556,1725,0.0,0.0,0,10,0.0,2017-04,1
556,3089,0.0,0.0,0,10,0.0,2017-04,1
556,5009,0.0,0.0,0,10,0.0,2017-04,1
556,6166,0.0,0.0,0,10,0.0,2017-04,1
556,8059,0.0,0.1,1,10,-0.1,2017-04,1
557,1439,0.0,0.0,0,10,0.0,2017-04,1
557,1612,0.0,0.0,0,10,0.0,2017-04,1
557,1712,0.0,0.0,0,10,0.0,2017-04,1
557,2354,0.0,0.0,0,10,0.0,2017-04,1
557,2431,0.0,0.1,1,10,-0.1,2017-04,1
557,2613,0.0,0.0,0,9,0.0,2017-04,1
557,2801,0.0,0.0,0,10,0.0,2017-04,1
557,2852,0.0,0.0,0,10,0.0,2017-04,1
557,3034,0.0,0.0,0,10,0.0,2017-04,1
557,3264,0.0,0.0,0,10,0.0,2017-04,1
557,3450,0.0,0.1,1,10,-0.1,2017-04,1
557,5102,0.0,0.0,0,10,0.0,2017-04,1
557,5302,1.0,0.1,1,10,0.9,2017-04,1
557,6116,0.0,0.0,0,9,0.0,2017-04,1
557,8081,0.0,0.1111111111111111,1,9,-0.1111111111111111,2017-04,1
557,8091,0.0,0.0,0,10,0.0,2017-04,1
557,8240,0.0,0.1,1,10,-0.1,2017-04,1
558,1402,0.0,0.1,1,10,-0.1,2017-04,1
558,2515,0.0,0.0,0,10,0.0,2017-04,1
558,2883,0.0,0.0,0,10,0.0,2017-04,1
558,3266,0.0,0.0,0,10,0.0,2017-04,1
558,4994,0.0,0.0,0,10,0.0,2017-04,1
558,6192,0.0,0.1,1,10,-0.1,2017-04,1
559,1537,0.0,0.0,0,10,0.0,2017-04,1
559,1604,0.0,0.1,1,10,-0.1,2017-04,1
559,2002,0.0,0.1,1,10,-0.1,2017-04,1
559,2023,0.0,0.1,1,10,-0.1,2017-04,1
559,2103,0.0,0.0,0,10,0.0,2017-04,1
559,2351,0.0,0.1,1,10,-0.1,2017-04,1
559,2428,1.0,0.0,0,10,1.0,2017-04,1
559,2516,0.0,0.0,0,9,0.0,2017-04,1
559,2615,0.0,0.0,0,10,0.0,2017-04,1
559,3029,0.0,0.0,0,10,0.0,2017-04,1
559,8213,0.0,0.0,0,10,0.0,2017-04,1
560,1513,0.0,0.0,0,9,0.0,2017-04,1
560,2371,0.0,0.1,1,10,-0.1,2017-04,1
560,2605,0.0,0.0,0,10,0.0,2017-04,1
560,3702,0.0,0.0,0,10,0.0,2017-04,1
560,4729,0.0,0.1,1,10,-0.1,2017-04,1
560,4958,0.0,0.0,0,10,0.0,2017-04,1
560,5469,0.0,0.0,0,10,0.0,2017-04,1
560,5530,0.0,0.0,0,10,0.0,2017-04,1
560,6168,0.0,0.1,1,10,-0.1,2017-04,1
560,6218,0.0,0.0,0,10,0.0,2017-04,1
560,8374,0.0,0.1,1,10,-0.1,2017-04,1
561,3545,0.0,0.2,2,10,-0.2,2017-04,1
561,6179,0.0,0.0,0,10,0.0,2017-04,1
561,8068,0.0,0.1,1,10,-0.1,2017-04,1
562,4114,0.0,0.0,0,10,0.0,2017-04,1
562,4904,0.0,0.0,0,10,0.0,2017-04,1
562,5324,0.0,0.0,0,10,0.0,2017-04,1
562,5480,0.0,0.1,1,10,-0.1,2017-04,1
562,6126,0.0,0.1,1,10,-0.1,2017-04,1
562,8291,0.0,0.0,0,9,0.0,2017-04,1
563,1810,0.0,0.0,0,10,0.0,2017-05,2
563,2890,0.0,0.0,0,10,0.0,2017-05,2
563,3032,0.0,0.0,0,10,0.0,2017-05,2
563,3083,0.0,0.0,0,10,0.0,2017-05,2
563,8112,0.0,0.0,0,10,0.0,2017-05,2
564,3095,0.0,0.0,0,10,0.0,2017-05,2
565,1423,0.0,0.1,1,10,-0.1,2017-05,2
565,1616,0.0,0.1111111111111111,1,9,-0.1111111111111111,2017-05,2
565,3036,0.0,0.0,0,10,0.0,2017-05,2
565,6118,0.0,0.1,1,10,-0.1,2017-05,2
565,6143,0.0,0.0,0,10,0.0,2017-05,2
565,6186,0.0,0.1,1,10,-0.1,2017-05,2
565,6220,0.0,0.0,0,10,0.0,2017-05,2
566,1470,0.0,0.1,1,10,-0.1,2017-05,2
566,3680,0.0,0.1111111111111111,1,9,-0.1111111111111111,2017-05,2
566,5355,0.0,0.1,1,10,-0.1,2017-05,2
568,1414,0.0,0.0,0,10,0.0,2017-05,2
568,5493,0.0,0.0,0,10,0.0,2017-05,2
569,1305,0.0,0.1,1,10,-0.1,2017-05,2
569,1314,0.0,0.0,0,10,0.0,2017-05,2
569,1315,0.0,0.0,0,10,0.0,2017-05,2
569,1605,0.0,0.1,1,10,-0.1,2017-05,2
569,1815,0.0,0.0,0,10,0.0,2017-05,2
569,2030,0.0,0.1,1,10,-0.1,2017-05,2
569,2427,0.0,0.0,0,10,0.0,2017-05,2
569,2497,0.0,0.1,1,10,-0.1,2017-05,2
569,2849,0.0,0.0,0,9,0.0,2017-05,2
569,3287,0.0,0.1111111111111111,1,9,-0.1111111111111111,2017-05,2
569,3402,0.0,0.0,0,10,0.0,2017-05,2
569,3609,0.0,0.0,0,10,0.0,2017-05,2
569,4429,0.0,0.0,0,10,0.0,2017-05,2
569,5230,0.0,0.0,0,10,0.0,2017-05,2
569,5386,0.0,0.0,0,7,0.0,2017-05,2
569,5514,0.0,0.0,0,10,0.0,2017-05,2
569,6024,0.0,0.0,0,10,0.0,2017-05,2
569,6449,0.0,0.0,0,10,0.0,2017-05,2
570,1303,0.0,0.0,0,10,0.0,2017-05,2
570,1313,0.0,0.0,0,10,0.0,2017-05,2
570,2325,0.0,0.0,0,10,0.0,2017-05,2
570,2342,0.0,0.0,0,10,0.0,2017-05,2
570,2905,0.0,0.1,1,10,-0.1,2017-05,2
570,3005,0.0,0.0,0,10,0.0,2017-05,2
571,2017,0.0,0.0,0,10,0.0,2017-05,2
571,2301,0.0,0.0,0,10,0.0,2017-05,2
571,3022,0.0,0.1,1,10,-0.1,2017-05,2
571,3332,0.0,0.0,0,10,0.0,2017-05,2
571,3615,0.0,0.1,1,10,-0.1,2017-05,2
572,1440,0.0,0.0,0,10,0.0,2017-05,2
572,1503,0.0,0.0,0,9,0.0,2017-05,2
572,1530,0.0,0.0,0,10,0.0,2017-05,2
572,2850,0.0,0.0,0,10,0.0,2017-05,2
572,5487,0.0,0.1,1,10,-0.1,2017-05,2
572,5488,0.0,0.0,0,10,0.0,2017-05,2
572,6294,0.0,0.0,0,10,0.0,2017-05,2
572,6505,0.0,0.0,0,10,0.0,2017-05,2
572,8042,0.0,0.0,0,10,0.0,2017-05,2
572,9919,0.0,0.0,0,10,0.0,2017-05,2
573,1608,0.0,0.1,1,10,-0.1,2017-05,2
573,1704,0.0,0.1111111111111111,1,9,-0.1111111111111111,2017-05,2
573,2009,0.0,0.0,0,10,0.0,2017-05,2
573,2816,0.0,0.1,1,10,-0.1,2017-05,2
573,4549,0.0,0.1,1,10,-0.1,2017-05,2
573,5443,0.0,0.3,3,10,-0.3,2017-05,2
573,8906,0.0,0.0,0,10,0.0,2017-05,2
574,2823,0.0,0.0,0,10,0.0,2017-05,2
575,2033,0.0,0.0,0,10,0.0,2017-05,2
575,4944,0.0,0.1,1,10,-0.1,2017-05,2
575,5304,0.0,0.2222222222222222,2,9,-0.2222222222222222,2017-05,2
575,6145,0.0,0.0,0,10,0.0,2017-05,2
575,6291,0.0,0.0,0,9,0.0,2017-05,2
576,2010,0.0,0.1,1,10,-0.1,2017-05,2
576,2617,0.0,0.1,1,10,-0.1,2017-05,2
576,2908,0.0,0.0,0,10,0.0,2017-05,2
576,4536,0.0,0.0,0,10,0.0,2017-05,2
576,6164,0.0,0.0,0,10,0.0,2017-05,2
576,8444,0.0,0.0,0,10,0.0,2017-05,2
576,9914,0.0,0.0,0,9,0.0,2017-05,2
577,1210,0.0,0.0,0,10,0.0,2017-05,2
577,1710,0.0,0.0,0,10,0.0,2017-05,2
577,6221,0.0,0.0,0,10,0.0,2017-05,2
578,1723,0.0,0.0,0,10,0.0,2017-05,2
578,2430,0.0,0.0,0,10,0.0,2017-05,2
578,2476,0.0,0.0,0,10,0.0,2017-05,2
578,2607,0.0,0.0,0,10,0.0,2017-05,2
578,4207,0.0,0.1111111111111111,1,9,-0.1111111111111111,2017-05,2
578,4924,0.0,0.1,1,10,-0.1,2017-05,2
578,4973,0.0,0.0,0,10,0.0,2017-05,2
578,6510,0.0,0.0,0,10,0.0,2017-05,2
579,1220,0.0,0.0,0,10,0.0,2017-05,2
579,1612,0.0,0.0,0,10,0.0,2017-05,2
579,1614,0.0,0.0,0,10,0.0,2017-05,2
579,2022,0.0,0.0,0,10,0.0,2017-05,2
579,3428,0.0,0.2,2,10,-0.2,2017-05,2
579,3522,0.0,0.1,1,10,-0.1,2017-05,2
579,3529,0.0,0.0,0,9,0.0,2017-05,2
579,4711,0.0,0.0,0,10,0.0,2017-05,2
579,5905,0.0,0.0,0,10,0.0,2017-05,2
579,6139,0.0,0.0,0,10,0.0,2017-05,2
580,1109,0.0,0.0,0,10,0.0,2017-05,2
580,1301,0.0,0.0,0,10,0.0,2017-05,2
580,2063,0.0,0.0,0,10,0.0,2017-05,2
580,2420,0.0,0.0,0,10,0.0,2017-05,2
580,2442,0.0,0.0,0,10,0.0,2017-05,2
580,2615,0.0,0.0,0,10,0.0,2017-05,2
580,4707,0.0,0.0,0,10,0.0,2017-05,2
580,5519,0.0,0.0,0,10,0.0,2017-05,2
580,6185,0.0,0.0,0,10,0.0,2017-05,2
580,8411,0.0,0.0,0,10,0.0,2017-05,2
581,1524,0.0,0.0,0,10,0.0,2017-05,2
581,2534,0.0,0.0,0,10,0.0,2017-05,2
581,6113,0.0,0.0,0,10,0.0,2017-05,2
581,6422,0.0,0.0,0,10,0.0,2017-05,2
581,8043,0.0,0.0,0,10,0.0,2017-05,2
581,9902,0.0,0.0,0,10,0.0,2017-05,2
582,1513,0.0,0.0,0,10,0.0,2017-05,2
582,1714,0.0,0.0,0,10,0.0,2017-05,2
582,1735,0.0,0.0,0,10,0.0,2017-05,2
582,3631,0.0,0.0,0,10,0.0,2017-05,2
582,5102,0.0,0.0,0,10,0.0,2017-05,2
582,6133,0.0,0.0,0,10,0.0,2017-05,2
583,1312,0.0,0.0,0,10,0.0,2017-06,3
583,3049,0.0,0.0,0,10,0.0,2017-06,3
583,3051,0.0,0.1111111111111111,1,9,-0.1111111111111111,2017-06,3
583,3059,0.0,0.0,0,10,0.0,2017-06,3
583,5520,0.0,0.0,0,10,0.0,2017-06,3
583,6174,0.0,0.0,0,9,0.0,2017-06,3
584,2365,0.0,0.0,0,10,0.0,2017-06,3
584,2415,0.0,0.0,0,10,0.0,2017-06,3
584,2906,0.0,0.0,0,10,0.0,2017-06,3
584,3023,0.0,0.0,0,10,0.0,2017-06,3
584,3047,0.0,0.0,0,10,0.0,2017-06,3
584,4930,0.0,0.0,0,10,0.0,2017-06,3
584,6271,0.0,0.0,0,10,0.0,2017-06,3
584,6508,0.0,0.0,0,10,0.0,2017-06,3
584,9907,0.0,0.0,0,10,0.0,2017-06,3
585,2069,0.0,0.0,0,10,0.0,2017-06,3
585,2515,0.0,0.0,0,10,0.0,2017-06,3
585,2527,0.0,0.0,0,10,0.0,2017-06,3
585,3011,0.0,0.0,0,10,0.0,2017-06,3
585,3526,0.0,0.0,0,10,0.0,2017-06,3
585,6190,0.0,0.0,0,10,0.0,2017-06,3
586,1456,0.0,0.1,1,10,-0.1,2017-06,3
586,1599,0.0,0.0,0,10,0.0,2017-06,3
586,2371,0.0,0.0,0,10,0.0,2017-06,3
586,2397,0.0,0.0,0,10,0.0,2017-06,3
586,2535,0.0,0.0,0,10,0.0,2017-06,3
586,2801,0.0,0.0,0,10,0.0,2017-06,3
586,3444,0.0,0.0,0,9,0.0,2017-06,3
586,3498,0.0,0.0,0,10,0.0,2017-06,3
586,4416,0.0,0.0,0,10,0.0,2017-06,3
586,6168,0.0,0.0,0,10,0.0,2017-06,3
586,8032,0.0,0.0,0,10,0.0,2017-06,3
587,1410,0.0,0.0,0,10,0.0,2017-06,3
587,2102,0.0,0.0,0,10,0.0,2017-06,3
587,3284,0.0,0.1,1,10,-0.1,2017-06,3
587,4725,0.0,0.0,0,10,0.0,2017-06,3
587,6118,0.0,0.0,0,10,0.0,2017-06,3
587,9937,0.0,0.0,0,10,0.0,2017-06,3
588,1802,0.0,0.1,1,10,-0.1,2017-06,3
588,3305,0.0,0.0,0,10,0.0,2017-06,3
589,1618,0.0,0.0,0,10,0.0,2017-06,3
589,1905,0.0,0.0,0,10,0.0,2017-06,3
589,2467,0.0,0.0,0,10,0.0,2017-06,3
589,2910,0.0,0.0,0,10,0.0,2017-06,3
589,4942,0.0,0.0,0,10,0.0,2017-06,3
590,1720,0.0,0.1,1,10,-0.1,2017-06,3
590,2530,0.0,0.1,1,10,-0.1,2017-06,3
590,6116,0.0,0.0,0,10,0.0,2017-06,3
591,1418,0.0,0.0,0,10,0.0,2017-06,3
591,1504,0.0,0.0,0,10,0.0,2017-06,3
591,6285,0.0,0.0,0,10,0.0,2017-06,3
592,1303,0.0,0.0,0,10,0.0,2017-06,3
592,1447,0.0,0.1,1,10,-0.1,2017-06,3
592,1611,0.0,0.0,0,10,0.0,2017-06,3
592,2468,0.0,0.0,0,10,0.0,2017-06,3
592,2605,0.0,0.0,0,10,0.0,2017-06,3
592,4947,0.0,0.0,0,10,0.0,2017-06,3
592,5514,0.0,0.0,0,10,0.0,2017-06,3
592,6179,0.0,0.0,0,10,0.0,2017-06,3
592,6245,0.0,0.0,0,10,0.0,2017-06,3
593,1530,0.0,0.0,0,10,0.0,2017-06,3
594,2009,0.0,0.1,1,10,-0.1,2017-06,3
594,2851,0.0,0.0,0,10,0.0,2017-06,3
594,3537,0.0,0.0,0,10,0.0,2017-06,3
594,5443,0.0,0.0,0,10,0.0,2017-06,3
595,1235,0.0,0.0,0,10,0.0,2017-06,3
595,1313,0.0,0.0,0,10,0.0,2017-06,3
595,1503,0.0,0.0,0,10,0.0,2017-06,3
595,1701,0.0,0.0,0,9,0.0,2017-06,3
595,3013,0.0,0.0,0,10,0.0,2017-06,3
595,3022,0.0,0.0,0,10,0.0,2017-06,3
595,3062,0.0,0.0,0,10,0.0,2017-06,3
595,3645,0.0,0.1,1,10,-0.1,2017-06,3
595,3669,0.0,0.0,0,10,0.0,2017-06,3
595,4994,0.0,0.0,0,10,0.0,2017-06,3
595,5269,0.0,0.0,0,10,0.0,2017-06,3
595,6197,0.0,0.0,0,10,0.0,2017-06,3
595,6803,0.0,0.0,0,10,0.0,2017-06,3
596,1451,0.0,0.0,0,10,0.0,2017-06,3
596,1712,0.0,0.0,0,10,0.0,2017-06,3
596,2328,0.0,0.0,0,10,0.0,2017-06,3
596,2520,0.0,0.2,2,10,-0.2,2017-06,3
596,2882,0.0,0.0,0,10,0.0,2017-06,3
596,3577,0.0,0.0,0,10,0.0,2017-06,3
596,5272,0.0,0.1,1,10,-0.1,2017-06,3
596,6147,0.0,0.0,0,10,0.0,2017-06,3
596,6172,0.0,0.0,0,10,0.0,2017-06,3
596,6505,0.0,0.0,0,10,0.0,2017-06,3
596,8064,0.0,0.0,0,10,0.0,2017-06,3
597,2301,0.0,0.0,0,10,0.0,2017-06,3
597,2834,0.0,0.0,0,10,0.0,2017-06,3
597,2850,0.0,0.0,0,10,0.0,2017-06,3
597,4306,0.0,0.0,0,10,0.0,2017-06,3
597,5276,0.0,0.0,0,10,0.0,2017-06,3
597,5388,0.0,0.0,0,9,0.0,2017-06,3
597,6223,0.0,0.0,0,10,0.0,2017-06,3
597,8110,0.0,0.0,0,10,0.0,2017-06,3
598,1434,0.0,0.0,0,10,0.0,2017-06,3
598,1528,0.0,0.0,0,10,0.0,2017-06,3
598,1708,0.0,0.0,0,10,0.0,2017-06,3
598,1710,0.0,0.0,0,10,0.0,2017-06,3
598,1725,0.0,0.0,0,10,0.0,2017-06,3
598,2103,0.0,0.0,0,10,0.0,2017-06,3
598,4535,0.0,0.0,0,10,0.0,2017-06,3
598,5531,0.0,0.0,0,10,0.0,2017-06,3
598,5534,0.0,0.0,0,10,0.0,2017-06,3
598,6531,0.0,0.0,0,9,0.0,2017-06,3
598,8934,0.0,0.0,0,9,0.0,2017-06,3
598,9933,0.0,0.0,0,10,0.0,2017-06,3
599,1308,0.0,0.0,0,10,0.0,2017-06,3
599,1315,0.0,0.0,0,10,0.0,2017-06,3
599,1737,0.0,0.0,0,10,0.0,2017-06,3
599,2010,0.0,0.0,0,10,0.0,2017-06,3
599,3224,0.0,0.0,0,10,0.0,2017-06,3
599,3536,0.0,0.1,1,10,-0.1,2017-06,3
599,4714,0.0,0.0,0,10,0.0,2017-06,3
599,5488,0.0,0.0,0,10,0.0,2017-06,3
599,6183,0.0,0.0,0,10,0.0,2017-06,3
599,6229,0.0,0.0,0,10,0.0,2017-06,3
599,8042,0.0,0.0,0,10,0.0,2017-06,3
600,3529,0.0,0.0,0,10,0.0,2017-06,3
600,6164,0.0,0.0,0,10,0.0,2017-06,3
601,1440,0.0,0.0,0,10,0.0,2017-06,3
601,2023,0.0,0.0,0,10,0.0,2017-06,3
601,2493,0.0,0.0,0,10,0.0,2017-06,3
601,2615,0.0,0.1,1,10,-0.1,2017-06,3
601,2816,0.0,0.0,0,10,0.0,2017-06,3
601,3164,0.0,0.0,0,9,0.0,2017-06,3
601,5347,0.0,0.0,0,10,0.0,2017-06,3
601,6016,0.0,0.0,0,10,0.0,2017-06,3
601,6221,0.0,0.0,0,10,0.0,2017-06,3
601,9940,0.0,0.0,0,10,0.0,2017-06,3
602,1605,0.0,0.0,0,10,0.0,2017-06,3
602,2475,0.0,0.1,1,10,-0.1,2017-06,3
602,2607,0.0,0.0,0,10,0.0,2017-06,3
602,2888,0.0,0.1,1,10,-0.1,2017-06,3
602,6419,0.0,0.0,0,10,0.0,2017-06,3
