t,sid,sig,ctl,ctl_hits,n_ctl,d,month,block
845,3653,0.0,0.0,0,10,0.0,2018-06,16
845,4111,0.0,0.0,0,10,0.0,2018-06,16
845,4127,0.0,0.0,0,10,0.0,2018-06,16
845,6120,0.0,0.0,0,10,0.0,2018-06,16
845,6202,0.0,0.0,0,10,0.0,2018-06,16
845,6577,0.0,0.1,1,10,-0.1,2018-06,16
845,8289,0.0,0.0,0,9,0.0,2018-06,16
845,8489,0.0,0.0,0,10,0.0,2018-06,16
846,5701,0.0,0.0,0,10,0.0,2018-06,16
847,1234,0.0,0.0,0,10,0.0,2018-06,16
847,1752,0.0,0.1,1,10,-0.1,2018-06,16
847,4722,0.0,0.0,0,10,0.0,2018-06,16
848,1707,0.0,0.0,0,10,0.0,2018-06,16
848,2911,0.0,0.0,0,10,0.0,2018-06,16
848,3533,0.0,0.0,0,10,0.0,2018-06,16
848,4739,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-06,16
848,5203,0.0,0.0,0,10,0.0,2018-06,16
848,6141,0.0,0.0,0,10,0.0,2018-06,16
848,6163,0.0,0.0,0,10,0.0,2018-06,16
848,8182,0.0,0.0,0,10,0.0,2018-06,16
848,8409,0.0,0.0,0,10,0.0,2018-06,16
848,9926,0.0,0.0,0,10,0.0,2018-06,16
849,2408,0.0,0.1,1,10,-0.1,2018-06,16
849,5478,0.0,0.0,0,10,0.0,2018-06,16
849,6183,0.0,0.0,0,10,0.0,2018-06,16
849,6277,0.0,0.0,0,10,0.0,2018-06,16
849,8046,0.0,0.0,0,10,0.0,2018-06,16
849,8155,0.0,0.0,0,9,0.0,2018-06,16
849,9937,0.0,0.0,0,10,0.0,2018-06,16
849,9941,0.0,0.0,0,10,0.0,2018-06,16
850,1103,0.0,0.0,0,10,0.0,2018-06,16
850,4107,0.0,0.1,1,10,-0.1,2018-06,16
851,1608,0.0,0.0,0,10,0.0,2018-06,16
851,2353,0.0,0.0,0,10,0.0,2018-06,16
851,2376,0.0,0.2,2,10,-0.2,2018-06,16
851,2467,0.0,0.0,0,10,0.0,2018-06,16
851,2616,0.0,0.0,0,10,0.0,2018-06,16
851,2617,0.0,0.0,0,10,0.0,2018-06,16
851,3005,0.0,0.0,0,10,0.0,2018-06,16
851,3218,0.0,0.0,0,10,0.0,2018-06,16
851,4168,0.0,0.0,0,9,0.0,2018-06,16
851,5274,0.0,0.0,0,10,0.0,2018-06,16
851,6023,0.0,0.0,0,10,0.0,2018-06,16
851,6147,0.0,0.0,0,10,0.0,2018-06,16
851,6219,0.0,0.0,0,9,0.0,2018-06,16
851,6508,0.0,0.0,0,10,0.0,2018-06,16
851,9912,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-06,16
851,9960,0.0,0.0,0,10,0.0,2018-06,16
852,4207,0.0,0.0,0,10,0.0,2018-07,16
852,4745,1.0,0.0,0,10,1.0,2018-07,16
852,8437,0.0,0.0,0,10,0.0,2018-07,16
852,9930,0.0,0.0,0,10,0.0,2018-07,16
853,2377,0.0,0.0,0,10,0.0,2018-07,16
854,2015,0.0,0.0,0,10,0.0,2018-07,16
854,2064,0.0,0.0,0,10,0.0,2018-07,16
854,2357,0.0,0.0,0,10,0.0,2018-07,16
854,2542,0.0,0.0,0,10,0.0,2018-07,16
854,2887,0.0,0.0,0,10,0.0,2018-07,16
854,2906,0.0,0.0,0,10,0.0,2018-07,16
854,4908,0.0,0.0,0,9,0.0,2018-07,16
854,5102,0.0,0.0,0,10,0.0,2018-07,16
854,6115,0.0,0.0,0,10,0.0,2018-07,16
854,8093,0.0,0.0,0,10,0.0,2018-07,16
855,4304,0.0,0.0,0,10,0.0,2018-07,16
855,4430,0.0,0.0,0,10,0.0,2018-07,16
855,4560,0.0,0.0,0,10,0.0,2018-07,16
856,2908,0.0,0.0,0,10,0.0,2018-07,16
856,3021,0.0,0.0,0,10,0.0,2018-07,16
856,3207,0.0,0.2222222222222222,2,9,-0.2222222222222222,2018-07,16
856,3532,0.0,0.2,2,10,-0.2,2018-07,16
856,6130,0.0,0.1,1,10,-0.1,2018-07,16
856,6488,0.0,0.1,1,10,-0.1,2018-07,16
856,6525,0.0,0.1,1,10,-0.1,2018-07,16
856,8916,0.0,0.0,0,10,0.0,2018-07,16
856,8931,0.0,0.0,0,10,0.0,2018-07,16
856,9917,0.0,0.0,0,10,0.0,2018-07,16
857,1256,0.0,0.0,0,10,0.0,2018-07,16
857,1413,0.0,0.2222222222222222,2,9,-0.2222222222222222,2018-07,16
857,1419,0.0,0.0,0,10,0.0,2018-07,16
857,1591,0.0,0.1,1,10,-0.1,2018-07,16
857,1723,0.0,0.0,0,10,0.0,2018-07,16
857,1781,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-07,16
857,2404,0.0,0.0,0,10,0.0,2018-07,16
857,2409,0.0,0.0,0,10,0.0,2018-07,16
857,2476,0.0,0.0,0,10,0.0,2018-07,16
857,2881,0.0,0.0,0,10,0.0,2018-07,16
857,2882,0.0,0.0,0,10,0.0,2018-07,16
857,2888,0.0,0.0,0,10,0.0,2018-07,16
857,3268,0.0,0.0,0,10,0.0,2018-07,16
857,4138,0.0,0.0,0,10,0.0,2018-07,16
857,4139,0.0,0.0,0,10,0.0,2018-07,16
857,4707,0.0,0.0,0,9,0.0,2018-07,16
857,5538,0.0,0.1,1,10,-0.1,2018-07,16
857,9945,0.0,0.0,0,10,0.0,2018-07,16
858,1701,0.0,0.0,0,10,0.0,2018-07,16
858,1713,0.0,0.0,0,9,0.0,2018-07,16
858,2347,0.0,0.0,0,10,0.0,2018-07,16
858,2365,0.0,0.0,0,10,0.0,2018-07,16
858,2379,0.0,0.0,0,10,0.0,2018-07,16
858,2455,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-07,16
858,2515,0.0,0.0,0,10,0.0,2018-07,16
858,3014,0.0,0.0,0,10,0.0,2018-07,16
858,3224,0.0,0.0,0,10,0.0,2018-07,16
858,3679,0.0,0.0,0,9,0.0,2018-07,16
858,3701,0.0,0.1,1,10,-0.1,2018-07,16
858,5871,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-07,16
858,6263,0.0,0.0,0,10,0.0,2018-07,16
858,6485,0.0,0.0,0,8,0.0,2018-07,16
858,8277,0.0,0.0,0,9,0.0,2018-07,16
858,8455,0.0,0.2222222222222222,2,9,-0.2222222222222222,2018-07,16
858,8926,0.0,0.0,0,10,0.0,2018-07,16
858,9908,0.0,0.0,0,10,0.0,2018-07,16
858,9940,0.0,0.0,0,10,0.0,2018-07,16
859,2022,0.0,0.0,0,10,0.0,2018-07,16
859,2059,0.0,0.2,2,10,-0.2,2018-07,16
859,3128,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-07,16
860,1457,0.0,0.0,0,10,0.0,2018-07,16
860,1583,0.0,0.1,1,10,-0.1,2018-07,16
860,1731,0.0,0.0,0,10,0.0,2018-07,16
860,1776,0.0,0.0,0,10,0.0,2018-07,16
860,2104,0.0,0.0,0,10,0.0,2018-07,16
860,2474,0.0,0.0,0,10,0.0,2018-07,16
860,3055,0.0,0.0,0,9,0.0,2018-07,16
860,4609,0.0,0.0,0,10,0.0,2018-07,16
860,4947,0.0,0.0,0,10,0.0,2018-07,16
860,5438,0.0,0.0,0,10,0.0,2018-07,16
860,6123,0.0,0.1,1,10,-0.1,2018-07,16
860,6203,0.0,0.0,0,10,0.0,2018-07,16
860,6264,0.0,0.0,0,10,0.0,2018-07,16
860,8042,0.0,0.0,0,10,0.0,2018-07,16
860,8201,0.0,0.0,0,10,0.0,2018-07,16
860,8215,0.0,0.2,2,10,-0.2,2018-07,16
860,8443,0.0,0.0,0,10,0.0,2018-07,16
861,1597,0.0,0.2,2,10,-0.2,2018-07,16
861,3035,0.0,0.0,0,10,0.0,2018-07,16
861,3122,0.0,0.0,0,10,0.0,2018-07,16
861,3339,0.0,0.1,1,10,-0.1,2018-07,16
861,3622,0.0,0.1,1,10,-0.1,2018-07,16
862,1219,0.0,0.0,0,10,0.0,2018-07,16
862,2367,0.0,0.0,0,10,0.0,2018-07,16
862,5403,0.0,0.0,0,10,0.0,2018-07,16
863,1734,0.0,0.0,0,10,0.0,2018-07,17
863,6136,0.0,0.0,0,10,0.0,2018-07,17
863,6237,0.0,0.0,0,10,0.0,2018-07,17
864,1203,0.0,0.0,0,10,0.0,2018-07,17
864,1712,0.0,0.0,0,10,0.0,2018-07,17
864,2548,0.0,0.0,0,10,0.0,2018-07,17
864,4807,0.0,0.0,0,10,0.0,2018-07,17
864,5386,0.0,0.0,0,10,0.0,2018-07,17
864,5520,0.0,0.0,0,10,0.0,2018-07,17
864,6158,0.0,0.1,1,10,-0.1,2018-07,17
864,8481,0.0,0.0,0,10,0.0,2018-07,17
864,8913,0.0,0.1,1,10,-0.1,2018-07,17
865,1439,0.0,0.0,0,10,0.0,2018-07,17
865,2364,1.0,0.0,0,10,1.0,2018-07,17
865,2540,0.0,0.0,0,10,0.0,2018-07,17
865,6189,0.0,0.0,0,10,0.0,2018-07,17
865,6298,0.0,0.0,0,10,0.0,2018-07,17
865,8027,0.0,0.0,0,10,0.0,2018-07,17
866,2330,0.0,0.0,0,8,0.0,2018-07,17
866,4147,0.0,0.1,1,10,-0.1,2018-07,17
867,1616,0.0,0.0,0,10,0.0,2018-07,17
867,3118,0.0,0.0,0,10,0.0,2018-07,17
867,3299,0.0,0.1,1,10,-0.1,2018-07,17
867,5234,0.0,0.0,0,10,0.0,2018-07,17
867,8083,0.0,0.0,0,10,0.0,2018-07,17
868,1414,0.0,0.0,0,10,0.0,2018-07,17
868,2008,0.0,0.0,0,10,0.0,2018-07,17
868,2231,0.0,0.0,0,10,0.0,2018-07,17
868,2729,0.0,0.0,0,9,0.0,2018-07,17
868,3015,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-07,17
868,3056,0.0,0.0,0,10,0.0,2018-07,17
868,4725,0.0,0.0,0,10,0.0,2018-07,17
868,4728,0.0,0.0,0,10,0.0,2018-07,17
868,5434,0.0,0.0,0,10,0.0,2018-07,17
868,6171,0.0,0.0,0,10,0.0,2018-07,17
868,6446,0.0,0.1,1,10,-0.1,2018-07,17
868,8271,0.0,0.0,0,10,0.0,2018-07,17
868,8406,0.0,0.0,0,10,0.0,2018-07,17
868,8431,0.0,0.0,0,10,0.0,2018-07,17
869,1609,0.0,0.0,0,10,0.0,2018-07,17
869,1615,0.0,0.1,1,10,-0.1,2018-07,17
869,2321,0.0,0.0,0,10,0.0,2018-07,17
869,2413,0.0,0.0,0,10,0.0,2018-07,17
869,2481,0.0,0.1,1,10,-0.1,2018-07,17
869,2504,0.0,0.0,0,10,0.0,2018-07,17
869,3236,0.0,0.0,0,10,0.0,2018-07,17
869,4737,0.0,0.0,0,10,0.0,2018-07,17
869,5203,0.0,0.0,0,9,0.0,2018-07,17
869,5512,0.0,0.2,2,10,-0.2,2018-07,17
869,6154,0.0,0.0,0,10,0.0,2018-07,17
869,6449,0.0,0.0,0,10,0.0,2018-07,17
869,6497,0.0,0.0,0,10,0.0,2018-07,17
869,9929,0.0,0.0,0,10,0.0,2018-07,17
870,2412,0.0,0.0,0,10,0.0,2018-07,17
870,2427,0.0,0.0,0,10,0.0,2018-07,17
870,2732,0.0,0.0,0,10,0.0,2018-07,17
870,4904,0.0,0.0,0,10,0.0,2018-07,17
870,5209,0.0,0.0,0,10,0.0,2018-07,17
870,5519,0.0,0.0,0,10,0.0,2018-07,17
870,5543,0.0,0.0,0,10,0.0,2018-07,17
870,8033,0.0,0.1,1,10,-0.1,2018-07,17
871,2010,0.0,0.0,0,10,0.0,2018-07,17
871,3287,0.0,0.1,1,10,-0.1,2018-07,17
871,3550,0.0,0.0,0,9,0.0,2018-07,17
871,3588,0.0,0.0,0,10,0.0,2018-07,17
871,5468,0.0,0.0,0,9,0.0,2018-07,17
871,8936,0.0,0.0,0,10,0.0,2018-07,17
871,9927,0.0,0.0,0,10,0.0,2018-07,17
872,6239,0.0,0.0,0,10,0.0,2018-07,17
873,2430,0.0,0.0,0,10,0.0,2018-07,17
873,2836,0.0,0.0,0,10,0.0,2018-07,17
873,4163,0.0,0.0,0,10,0.0,2018-07,17
873,5305,0.0,0.1,1,10,-0.1,2018-07,17
873,5508,0.0,0.0,0,10,0.0,2018-07,17
873,6183,0.0,0.0,0,10,0.0,2018-07,17
873,6533,0.0,0.0,0,10,0.0,2018-07,17
874,1305,0.0,0.1,1,10,-0.1,2018-08,17
874,1617,0.0,0.0,0,10,0.0,2018-08,17
874,3556,0.0,0.0,0,10,0.0,2018-08,17
874,4743,0.0,0.1,1,10,-0.1,2018-08,17
874,6219,0.0,0.0,0,9,0.0,2018-08,17
876,1519,0.0,0.0,0,10,0.0,2018-08,17
876,2456,0.0,0.0,0,9,0.0,2018-08,17
876,2536,0.0,0.0,0,9,0.0,2018-08,17
876,3217,0.0,0.1,1,10,-0.1,2018-08,17
876,4152,0.0,0.1,1,10,-0.1,2018-08,17
876,4430,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-08,17
876,6151,0.0,0.0,0,10,0.0,2018-08,17
876,6202,0.0,0.0,0,10,0.0,2018-08,17
876,8081,0.0,0.0,0,10,0.0,2018-08,17
877,4207,0.0,0.0,0,10,0.0,2018-08,17
877,6210,0.0,0.0,0,10,0.0,2018-08,17
877,6276,0.0,0.0,0,10,0.0,2018-08,17
877,6488,0.0,0.1,1,10,-0.1,2018-08,17
878,2015,0.0,0.0,0,10,0.0,2018-08,17
878,2024,0.0,0.0,0,10,0.0,2018-08,17
878,2064,0.0,0.0,0,10,0.0,2018-08,17
878,3293,0.0,0.0,0,10,0.0,2018-08,17
878,3532,0.0,0.0,0,10,0.0,2018-08,17
878,6177,0.0,0.0,0,10,0.0,2018-08,17
879,2020,0.0,0.0,0,10,0.0,2018-08,17
879,2109,0.0,0.0,0,10,0.0,2018-08,17
879,3268,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-08,17
879,4556,0.0,0.0,0,10,0.0,2018-08,17
879,8046,0.0,0.0,0,10,0.0,2018-08,17
879,8423,0.0,0.0,0,10,0.0,2018-08,17
880,3191,0.0,0.0,0,10,0.0,2018-08,17
880,3679,0.0,0.0,0,10,0.0,2018-08,17
880,6582,0.0,0.0,0,10,0.0,2018-08,17
881,2028,0.0,0.0,0,10,0.0,2018-08,17
881,2888,0.0,0.0,0,9,0.0,2018-08,17
881,3130,0.0,0.0,0,10,0.0,2018-08,17
881,8024,0.0,0.0,0,10,0.0,2018-08,17
882,5489,0.0,0.0,0,10,0.0,2018-08,17
883,1540,0.0,0.0,0,9,0.0,2018-08,18
883,1731,0.0,0.0,0,10,0.0,2018-08,18
883,2327,0.0,0.0,0,10,0.0,2018-08,18
883,2363,0.0,0.0,0,10,0.0,2018-08,18
883,2478,0.0,0.0,0,10,0.0,2018-08,18
883,2923,0.0,0.0,0,10,0.0,2018-08,18
883,3037,0.0,0.0,0,10,0.0,2018-08,18
883,3144,0.0,0.0,0,10,0.0,2018-08,18
883,3259,0.0,0.0,0,10,0.0,2018-08,18
883,3443,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-08,18
883,3537,0.0,0.0,0,9,0.0,2018-08,18
883,3540,0.0,0.0,0,10,0.0,2018-08,18
883,3567,0.0,0.0,0,10,0.0,2018-08,18
883,3624,0.0,0.0,0,10,0.0,2018-08,18
883,4306,0.0,0.0,0,10,0.0,2018-08,18
883,4745,0.0,0.0,0,10,0.0,2018-08,18
883,5274,0.0,0.0,0,10,0.0,2018-08,18
883,5317,0.0,0.0,0,9,0.0,2018-08,18
883,5410,0.0,0.0,0,10,0.0,2018-08,18
883,5907,0.0,0.0,0,8,0.0,2018-08,18
883,6115,0.0,0.0,0,10,0.0,2018-08,18
883,6127,0.0,0.0,0,10,0.0,2018-08,18
883,6203,0.0,0.0,0,10,0.0,2018-08,18
883,8435,0.0,0.1,1,10,-0.1,2018-08,18
883,8926,0.0,0.0,0,10,0.0,2018-08,18
884,4560,0.0,0.1,1,10,-0.1,2018-08,18
884,6264,0.0,0.0,0,10,0.0,2018-08,18
885,1203,0.0,0.0,0,10,0.0,2018-08,18
885,1597,0.0,0.1,1,10,-0.1,2018-08,18
885,2420,0.0,0.0,0,10,0.0,2018-08,18
885,2486,0.0,0.0,0,10,0.0,2018-08,18
885,3059,0.0,0.1,1,10,-0.1,2018-08,18
885,4526,0.0,0.0,0,10,0.0,2018-08,18
885,5345,1.0,0.0,0,9,1.0,2018-08,18
885,6129,0.0,0.0,0,10,0.0,2018-08,18
885,8443,0.0,0.0,0,10,0.0,2018-08,18
886,1762,0.0,0.0,0,10,0.0,2018-08,18
886,2377,0.0,0.0,0,10,0.0,2018-08,18
886,2506,0.0,0.0,0,10,0.0,2018-08,18
887,1725,0.0,0.0,0,10,0.0,2018-08,18
887,3164,0.0,0.1,1,10,-0.1,2018-08,18
887,9958,1.0,0.0,0,10,1.0,2018-08,18
888,4916,0.0,0.0,0,10,0.0,2018-08,18
888,6147,0.0,0.0,0,10,0.0,2018-08,18
889,1417,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-08,18
889,1474,0.0,0.0,0,10,0.0,2018-08,18
889,2067,0.0,0.0,0,10,0.0,2018-08,18
889,2611,0.0,0.0,0,10,0.0,2018-08,18
889,5234,0.0,0.0,0,10,0.0,2018-08,18
889,5344,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-08,18
890,1514,0.0,0.0,0,10,0.0,2018-08,18
890,2013,0.0,0.0,0,10,0.0,2018-08,18
890,2031,0.0,0.0,0,10,0.0,2018-08,18
890,3035,0.0,0.0,0,10,0.0,2018-08,18
891,1441,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-08,18
891,4550,0.0,0.0,0,10,0.0,2018-08,18
891,8938,0.0,0.0,0,10,0.0,2018-08,18
892,2362,0.0,0.0,0,10,0.0,2018-08,18
892,2388,0.0,0.0,0,10,0.0,2018-08,18
892,2413,0.0,0.1,1,10,-0.1,2018-08,18
892,2903,0.0,0.0,0,10,0.0,2018-08,18
892,3004,0.0,0.1,1,10,-0.1,2018-08,18
892,3026,0.0,0.0,0,10,0.0,2018-08,18
892,3596,0.0,0.0,0,10,0.0,2018-08,18
892,3707,0.0,0.0,0,10,0.0,2018-08,18
892,4114,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-08,18
892,4303,1.0,0.0,0,10,1.0,2018-08,18
892,6153,0.0,0.0,0,10,0.0,2018-08,18
892,6213,0.0,0.0,0,10,0.0,2018-08,18
892,6609,0.0,0.0,0,10,0.0,2018-08,18
892,8416,0.0,0.0,0,10,0.0,2018-08,18
892,8473,0.0,0.0,0,9,0.0,2018-08,18
893,2433,0.0,0.0,0,10,0.0,2018-08,18
893,3663,0.0,0.0,0,10,0.0,2018-08,18
893,4904,0.0,0.0,0,10,0.0,2018-08,18
893,6024,0.0,0.0,0,10,0.0,2018-08,18
893,6172,0.0,0.0,0,9,0.0,2018-08,18
893,6284,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-08,18
894,2204,0.0,0.0,0,10,0.0,2018-08,18
894,3265,0.0,0.0,0,8,0.0,2018-08,18
894,5386,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-08,18
894,5515,0.0,0.0,0,9,0.0,2018-08,18
894,6204,0.0,0.2,2,10,-0.2,2018-08,18
895,5403,0.0,0.0,0,10,0.0,2018-08,18
895,6154,0.0,0.0,0,10,0.0,2018-08,18
895,6283,0.0,0.0,0,10,0.0,2018-08,18
896,2702,0.0,0.0,0,8,0.0,2018-08,18
896,3005,0.0,0.0,0,10,0.0,2018-08,18
896,6446,0.0,0.0,0,9,0.0,2018-08,18
896,8155,0.0,0.0,0,9,0.0,2018-08,18
896,8489,0.0,0.0,0,10,0.0,2018-08,18
897,2402,0.0,0.1,1,10,-0.1,2018-09,18
897,4152,0.0,0.0,0,10,0.0,2018-09,18
897,6130,0.0,0.0,0,10,0.0,2018-09,18
898,2323,0.0,0.0,0,9,0.0,2018-09,18
898,2851,0.0,0.0,0,10,0.0,2018-09,18
898,3029,0.0,0.0,0,9,0.0,2018-09,18
898,3406,0.0,0.0,0,10,0.0,2018-09,18
898,3434,0.0,0.1,1,10,-0.1,2018-09,18
898,4506,0.0,0.0,0,10,0.0,2018-09,18
898,5519,0.0,0.0,0,9,0.0,2018-09,18
898,6257,0.0,0.0,0,10,0.0,2018-09,18
898,8076,0.0,0.0,0,10,0.0,2018-09,18
899,1593,0.0,0.0,0,10,0.0,2018-09,18
899,2491,0.0,0.0,0,9,0.0,2018-09,18
899,4207,0.0,0.0,0,10,0.0,2018-09,18
899,6219,0.0,0.0,0,10,0.0,2018-09,18
900,3228,0.0,0.0,0,10,0.0,2018-09,18
900,4160,0.0,0.0,0,10,0.0,2018-09,18
900,8940,0.0,0.0,0,10,0.0,2018-09,18
901,4807,0.0,0.0,0,10,0.0,2018-09,18
901,6225,0.0,0.0,0,10,0.0,2018-09,18
901,8092,0.0,0.0,0,10,0.0,2018-09,18
902,2364,0.0,0.0,0,10,0.0,2018-09,18
902,3130,0.0,0.0,0,10,0.0,2018-09,18
902,6472,0.0,0.0,0,10,0.0,2018-09,18
903,1103,0.0,0.0,0,10,0.0,2018-09,19
903,1218,0.0,0.0,0,10,0.0,2018-09,19
903,1444,0.0,0.0,0,10,0.0,2018-09,19
903,2221,0.0,0.0,0,9,0.0,2018-09,19
903,2329,0.0,0.0,0,10,0.0,2018-09,19
903,2426,0.0,0.1111111111111111,1,9,-0.1111111111111111,2018-09,19
903,2618,0.0,0.0,0,9,0.0,2018-09,19
903,2915,0.0,0.1,1,10,-0.1,2018-09,19
903,3024,0.0,0.0,0,10,0.0,2018-09,19
903,3224,0.0,0.0,0,10,0.0,2018-09,19
903,3527,0.0,0.0,0,10,0.0,2018-09,19
903,3570,0.0,0.0,0,10,0.0,2018-09,19
903,4168,0.0,0.2,2,10,-0.2,2018-09,19
903,5514,0.0,0.0,0,10,0.0,2018-09,19
903,5531,0.0,0.0,0,10,0.0,2018-09,19
903,5533,0.0,0.0,0,9,0.0,2018-09,19
903,6118,0.0,0.0,0,10,0.0,2018-09,19
903,8261,0.0,0.0,0,10,0.0,2018-09,19
903,8916,0.0,0.0,0,9,0.0,2018-09,19
904,1440,0.0,0.0,0,10,0.0,2018-09,19
904,5102,0.0,0.0,0,10,0.0,2018-09,19
904,5410,0.0,0.0,0,10,0.0,2018-09,19
904,6111,1.0,0.1111111111111111,1,9,0.8888888888888888,2018-09,19
904,8422,0.0,0.0,0,10,0.0,2018-09,19
904,8937,0.0,0.0,0,10,0.0,2018-09,19
905,2414,0.0,0.0,0,10,0.0,2018-09,19
905,2480,0.0,0.0,0,10,0.0,2018-09,19
905,2881,0.0,0.0,0,10,0.0,2018-09,19
905,3528,0.0,0.0,0,10,0.0,2018-09,19
905,4104,0.0,0.0,0,10,0.0,2018-09,19
905,4609,0.0,0.0,0,10,0.0,2018-09,19
905,4711,0.0,0.0,0,10,0.0,2018-09,19
905,5706,0.0,0.0,0,10,0.0,2018-09,19
905,6184,0.0,0.0,0,10,0.0,2018-09,19
905,6274,0.0,0.0,0,10,0.0,2018-09,19
905,6535,0.0,0.0,0,10,0.0,2018-09,19
905,9914,0.0,0.0,0,10,0.0,2018-09,19
906,1907,0.0,0.0,0,10,0.0,2018-09,19
906,2474,0.0,0.0,0,10,0.0,2018-09,19
906,3014,0.0,0.0,0,10,0.0,2018-09,19
906,3028,0.0,0.0,0,9,0.0,2018-09,19
906,3443,0.0,0.0,0,9,0.0,2018-09,19
906,3521,0.0,0.1,1,10,-0.1,2018-09,19
906,3563,0.0,0.0,0,9,0.0,2018-09,19
906,5201,0.0,0.0,0,10,0.0,2018-09,19
906,5347,0.0,0.0,0,10,0.0,2018-09,19
906,6115,0.0,0.0,0,10,0.0,2018-09,19
906,6173,0.0,0.0,0,10,0.0,2018-09,19
906,6191,0.0,0.0,0,10,0.0,2018-09,19
906,6196,0.0,0.0,0,9,0.0,2018-09,19
906,6411,0.0,0.0,0,10,0.0,2018-09,19
906,8942,0.0,0.0,0,10,0.0,2018-09,19
907,2069,0.0,0.0,0,9,0.0,2018-09,19
907,4137,0.0,0.1,1,10,-0.1,2018-09,19
907,6431,0.0,0.0,0,10,0.0,2018-09,19
907,8112,0.0,0.0,0,10,0.0,2018-09,19
908,1519,0.0,0.0,0,10,0.0,2018-09,19
908,2540,0.0,0.0,0,10,0.0,2018-09,19
908,4142,1.0,0.0,0,10,1.0,2018-09,19
908,4747,0.0,0.0,0,10,0.0,2018-09,19
908,5484,0.0,0.0,0,10,0.0,2018-09,19
908,8926,0.0,0.0,0,10,0.0,2018-09,19
909,1457,0.0,0.0,0,10,0.0,2018-09,19
909,1513,0.0,0.0,0,9,0.0,2018-09,19
909,1536,0.0,0.0,0,9,0.0,2018-09,19
909,1604,0.0,0.0,0,10,0.0,2018-09,19
909,1776,0.0,0.0,0,10,0.0,2018-09,19
909,3376,0.0,0.0,0,10,0.0,2018-09,19
909,3388,0.0,0.0,0,9,0.0,2018-09,19
909,4803,0.0,0.0,0,10,0.0,2018-09,19
909,4939,0.0,0.0,0,10,0.0,2018-09,19
909,6112,0.0,0.0,0,10,0.0,2018-09,19
909,6452,1.0,0.0,0,10,1.0,2018-09,19
910,2882,0.0,0.0,0,10,0.0,2018-09,19
911,1309,0.0,0.0,0,9,0.0,2018-09,19
911,1605,0.0,0.0,0,10,0.0,2018-09,19
911,1723,0.0,0.0,0,9,0.0,2018-09,19
911,1783,0.0,0.0,0,10,0.0,2018-09,19
911,2338,0.0,0.0,0,10,0.0,2018-09,19
911,3323,0.0,0.0,0,9,0.0,2018-09,19
911,3533,0.0,0.0,0,10,0.0,2018-09,19
911,4707,0.0,0.0,0,10,0.0,2018-09,19
911,4958,0.0,0.0,0,10,0.0,2018-09,19
911,8928,0.0,0.0,0,10,0.0,2018-09,19
912,1312,0.0,0.1,1,10,-0.1,2018-09,19
912,2010,0.0,0.0,0,10,0.0,2018-09,19
912,2353,0.0,0.0,0,10,0.0,2018-09,19
912,5512,0.0,0.0,0,10,0.0,2018-09,19
913,1413,0.0,0.0,0,10,0.0,2018-09,19
913,2535,0.0,0.0,0,10,0.0,2018-09,19
913,3115,0.0,0.0,0,10,0.0,2018-09,19
913,4737,0.0,0.0,0,10,0.0,2018-09,19
913,5353,0.0,0.0,0,10,0.0,2018-09,19
913,6171,0.0,0.0,0,10,0.0,2018-09,19
914,2227,0.0,0.0,0,10,0.0,2018-09,19
914,2506,0.0,0.0,0,9,0.0,2018-09,19
914,4154,0.0,0.0,0,10,0.0,2018-09,19
914,6172,0.0,0.0,0,10,0.0,2018-09,19
915,2303,0.0,0.0,0,10,0.0,2018-09,19
916,2413,0.0,0.0,0,10,0.0,2018-10,19
916,2428,0.0,0.0,0,10,0.0,2018-10,19
916,3164,0.0,0.0,0,10,0.0,2018-10,19
916,3694,0.0,0.0,0,9,0.0,2018-10,19
916,4736,0.0,0.0,0,9,0.0,2018-10,19
916,4745,0.0,0.0,0,9,0.0,2018-10,19
916,4904,0.0,0.0,0,10,0.0,2018-10,19
917,1419,0.0,0.0,0,10,0.0,2018-10,19
917,1731,0.0,0.0,0,10,0.0,2018-10,19
917,2206,0.0,0.0,0,10,0.0,2018-10,19
917,2467,0.0,0.0,0,9,0.0,2018-10,19
917,8932,0.0,0.0,0,9,0.0,2018-10,19
918,2601,0.0,0.0,0,10,0.0,2018-10,19
918,4114,0.0,0.0,0,10,0.0,2018-10,19
918,6263,0.0,0.0,0,10,0.0,2018-10,19
918,6492,0.0,0.0,0,10,0.0,2018-10,19
919,4430,0.0,0.0,0,10,0.0,2018-10,19
919,5011,0.0,0.0,0,10,0.0,2018-10,19
