H,原件,年化中位,回落中位,比值,年化波動中位,標籤（對0050）,深淺註,年化p10,年化p90,回落p10,回落p90,對H60_年化中位差pp,對H60_回落中位差pp,對H60_比值差,同顆種子_年化高於H60,同顆種子_回落淺於H60,同顆種子_兩項皆好,同顆種子_兩項皆差,trades中位,種子數
30,False,0.283248350707908,-0.3748463489290391,0.7556385476800489,0.24850624314143244,合格,回落比 0050 深 3.53 點、報酬多 4.30 點,0.283248350707908,0.283248350707908,-0.3748463489290391,-0.3748463489290391,-7.798338557095419,-5.353198879874399,-0.36859298723292633,0,0,0,200,1195.0,200
40,False,0.3864644199422229,-0.34259935834644045,1.1280360296280112,0.27088813346613166,合格,回落比 0050 深 0.30 點、報酬多 14.63 點,0.3864644199422229,0.3864644199422229,-0.34259935834644045,-0.34259935834644045,2.5232683663360733,-2.1284998216145326,0.0038044947150359665,200,0,0,0,986.0,200
50,False,0.34763689138024256,-0.36919441751470444,0.9416092846701745,0.27854489917859593,合格,回落比 0050 深 2.96 點、報酬多 10.74 點,0.34763689138024256,0.34763689138024256,-0.36919441751470444,-0.36919441751470444,-1.3594844898619618,-4.788005738440932,-0.18262225024280077,0,0,0,200,815.0,200
60,True,0.3612317362788622,-0.32131436013029513,1.1242315349129752,0.2711818357992697,合格,,0.3612317362788622,0.3612317362788622,-0.32131436013029513,-0.32131436013029513,0.0,0.0,0.0,0,0,0,0,699.0,200
70,False,0.34218304567484226,-0.41343959523508256,0.8276494308201814,0.2744966675968032,合格,回落比 0050 深 7.39 點、報酬多 10.20 點,0.34218304567484226,0.34218304567484226,-0.41343959523508256,-0.41343959523508256,-1.9048690604019924,-9.212523510478743,-0.29658210409279384,0,0,0,200,609.0,200
80,False,0.3331208537451005,-0.4155798915453146,0.8015807803077429,0.280793298011538,合格,回落比 0050 深 7.60 點、報酬多 9.29 點,0.3331208537451005,0.3331208537451005,-0.4155798915453146,-0.4155798915453146,-2.8110882533761705,-9.426553141501948,-0.3226507546052323,0,0,0,200,537.0,200
90,False,0.27889427009553347,-0.45330752193895796,0.6152429787677098,0.2830801951623546,另列,,0.27889427009553347,0.27889427009553347,-0.45330752193895796,-0.45330752193895796,-8.233746618332871,-13.199316180866283,-0.5089885561452654,0,0,0,200,485.0,200
